Date,PM25,PM10,NO,NO2,NOX,NH3,SO2 ,CO,O3,TE,RH,WS ,WD,SR
20-02-2023,32.25225694,81.22197917,4.642916667,16.6959375,21.26347222,7.353194444,6.027743056,0.723611111,25.32986111,32.12760417,75.70052083,0.824375,162.6448264,111.0345139
21-02-2023,37.18715278,80.02274306,6.433888889,18.75180556,24.81666667,6.527048611,6.185208333,0.775729167,22.48982639,32.69694444,80.11784722,0.815833333,174.2583681,117.3912319
22-02-2023,48.58265152,84.34988636,9.267765152,18.17776515,24.97971014,9.519924242,10.67765152,1.081376812,35.40287879,32.87011364,72.23363636,0.859242424,160.1541667,119.0659783
23-02-2023,38.92,83.33590909,10.46068182,21.45636364,31.71477273,11.8,13.85863636,0.946363636,39.74477273,30.89681818,89.825,0.585681818,85.02681818,141.702875
24-02-2023,44.48125126,80.65612479,11.83260375,22.82512311,33.2844609,10.43183733,13.1961593,0.971037714,36.38389099,31.89991793,83.59897706,0.704172769,114.8933927,141.1811905
25-02-2023,46.41952814,79.67318242,13.44231713,24.53315611,36.35991847,10.89873163,14.5905628,0.995127317,38.00371738,31.84374594,85.16007248,0.684761785,104.8060711,152.8023684
26-02-2023,48.35780501,78.69024005,15.05203051,26.24118912,39.43537604,11.36562593,15.9849663,1.019216921,39.62354377,31.78757395,86.7211679,0.6653508,94.71874946,81.47558333
27-02-2023,31.73434524,65.67363095,6.51625,12.34255952,18.00883333,9.241369048,6.489761905,0.712111111,41.05220238,31.87255952,50.91571429,0.814940476,154.6519643,133.1044697
28-02-2023,33.04076389,65.89347222,4.4840625,7.532986111,12.999375,7.838506944,1.118611111,0.748333333,31.86357639,28.5975,70.04065972,0.803854167,171.9867361,135.9027273
01-03-2023,36.38763889,83.94420139,8.055590278,15.61180556,24.07895833,10.5940625,1.441439394,0.936944444,25.21413194,30.13517361,72.99934028,0.6653125,147.3429167,125.84875
02-03-2023,37.65503472,79.24736111,9.674166667,19.90097222,29.28958333,11.08642361,1.829611111,0.855729167,28.13402778,30.35451389,66.09166667,0.845833333,147.9534722,153.0890789
03-03-2023,33.83628472,60.48649306,5.943958333,14.02041667,18.68111111,5.885381944,5.472121212,0.989722222,34.4859375,29.35881944,63.6,0.770972222,131.4604167,193.3990104
04-03-2023,32.05809028,65.51722222,10.81128472,21.34888889,31.61565972,10.04361111,14.84436275,1.104548611,22.04715278,29.45045139,62.92413194,0.7240625,146.0543056,198.8288889
05-03-2023,40.01489583,91.26177083,20.15065972,34.51996528,54.8084375,17.81052083,4.541421569,1.358715278,25.91697917,30.44663194,66.56510417,0.737534722,190.3732639,232.6040191
06-03-2023,40.98420139,92.62065972,18.70309028,33.65260417,52.31836806,19.24982639,7.18781746,1.325694444,35.29024306,32.43972222,70.34982639,0.681354167,158.3604861,233.0821528
07-03-2023,43.46100694,97.95805556,17.68809028,32.52895833,50.28871528,20.25795139,4.144509804,1.304097222,45.08184028,33.66663194,67.42986111,0.753541667,158.6275347,121.5862121
08-03-2023,42.17715278,83.93034722,14.71583333,27.19802083,42.2103125,15.68604167,11.84648148,1.214861111,47.59885417,33.96572917,64.42364583,0.705590278,150.7832639,148.7190625
09-03-2023,39.83159722,67.57670139,9.773506944,17.54597222,27.6375,9.629444444,4.555490196,1.049236111,27.59277778,34.1475,64.61538194,0.776423611,157.1202083,151.6867857
10-03-2023,44.56277778,86.33444444,7.363506944,18.85753472,26.13972222,9.635138889,8.591805556,0.822847222,23.27784722,32.50559028,70.35013889,0.7346875,144.5163542,91.59041667
11-03-2023,47.21385417,89.50861111,6.317638889,20.84059028,27.02138889,7.578715278,3.94037037,0.703472222,35.62850694,31.78378472,76.04506944,0.742604167,154.9404861,130.3345
12-03-2023,47.4171875,89.89736111,6.345451389,20.92315972,27.13163194,7.516041667,12.43940476,0.706041667,47.48350694,31.99881944,75.51413194,0.750729167,132.7450694,209.8341667
13-03-2023,48.85,91.46239583,8.25625,23.03006944,31.19552083,9.802291667,5.306666667,0.857534722,34.72659722,32.03333333,75.28263889,0.774895833,191.9477778,176.6963631
14-03-2023,51.87767361,95.56013889,9.740972222,24.84173611,34.50961806,11.36680556,16.71655556,0.984895833,25.94545139,32.21142361,78.23993056,0.803194444,179.8316667,186.7841554
15-03-2023,54.36375,99.43604167,9.952986111,24.57361111,34.51263889,11.4925,1.98280303,0.982708333,20.68256944,30.705,91.78743056,0.493888889,120.9095833,196.8719476
16-03-2023,55.4904537,100.5559259,10.5089537,26.44685648,36.92440278,11.85898148,7.978014807,1.022423611,25.8125,31.10443981,89.22384491,0.616861111,155.7327292,206.9597399
17-03-2023,52.0025,94.1,9.46,24.30666667,28.7875,11.1325,23.42,0.7975,19.66083333,36.54083333,51.49666667,1.249166667,159.8691667,217.0475321
18-03-2023,53.45006944,97.563125,9.757951389,24.7740625,34.55982639,11.33427083,11.2247807,0.978020833,20.27965278,30.87680556,82.29131944,0.906979167,189.0093056,227.1353244
19-03-2023,48.50642361,88.31920139,8.115486111,20.57916667,28.60253472,9.3471875,2.296833333,0.813263889,30.25822917,30.65774306,85.96350694,0.833090278,179.2768056,237.2231167
20-03-2023,44.65805556,81.08479167,6.773680556,17.39496528,23.97118056,7.719270833,7.407444444,0.678194444,39.09378472,31.27006944,76.70017361,0.754131944,147.4316667,225.4597216
21-03-2023,44.47072917,80.7365625,6.7546875,17.07489583,23.84621528,7.628298611,4.479166667,0.675486111,38.98263889,31.28024306,80.515,1.013055556,188.1460764,214.218229
22-03-2023,54.04298611,98.77743056,9.881041667,24.64673611,30.6575641,11.38006944,1.550833333,0.875961538,20.53444444,31.994375,66.16930556,1.283958333,246.9878472,202.9767365
23-03-2023,53.45006944,97.563125,9.757951389,24.7740625,34.55982639,11.33427083,11.2247807,0.978020833,20.27965278,30.87680556,82.29131944,0.906979167,189.0093056,191.7352439
24-03-2023,48.50642361,88.31920139,8.115486111,20.57916667,28.60253472,9.3471875,2.296833333,0.813263889,30.25822917,30.65774306,85.96350694,0.833090278,179.2768056,212.0894231
25-03-2023,44.65805556,81.08479167,6.773680556,17.39496528,23.97118056,7.719270833,7.407444444,0.678194444,39.09378472,31.27006944,76.70017361,0.754131944,147.4316667,138.0234028
26-03-2023,44.47072917,80.7365625,6.7546875,17.07489583,23.84621528,7.628298611,4.479166667,0.675486111,38.98263889,31.28024306,80.515,1.013055556,188.1460764,143.0669792
27-03-2023,44.92409722,81.57625,6.815416667,17.25756944,23.62034722,7.687118056,13.94995098,0.6821875,39.33288194,31.14694444,79.93079861,1.107256944,197.6768056,143.9607292
28-03-2023,40.46340278,76.04548611,5.540833333,14.83246528,20.19486111,6.432638889,4.881885965,0.831180556,34.80034722,31.31840278,86.60399306,0.896840278,201.2740278,152.9132971
29-03-2023,36.26464286,71.06625,4.295,12.28267857,16.45607143,5.242142857,5.930448718,0.989464286,30.5125,31.22392857,90.89464286,0.806607143,171.5521429,140.7503125
30-03-2023,36.47404762,71.07642857,4.320357143,11.79880952,14.98833333,5.35547619,3.379305556,0.921666667,30.68952381,30.38904762,75.17619048,0.810833333,113.967381,105.1692014
31-03-2023,39.495,78.93444444,5.966840278,13.63,19.39777778,6.182152778,7.364128788,0.795416667,30.22083333,30.88961806,82.569375,1.083576389,226.6038889,163.6875694
01-04-2023,44.60774306,85.53996528,7.4803125,15.07302083,22.73899306,7.138958333,1.228235294,0.614861111,24.49392361,31.01357639,84.31892361,1.073506944,205.8702431,150.7173106
02-04-2023,28.77,65.76357143,7.468928571,15.31142857,22.5725,7.244642857,1.228928571,0.612857143,21.94107143,28.84214286,97.13,0.490357143,114.9360714,156.0825
03-04-2023,36.47404762,71.07642857,4.320357143,11.79880952,14.98833333,5.35547619,3.379305556,0.921666667,30.68952381,30.38904762,75.17619048,0.810833333,113.967381,151.2123611
04-04-2023,39.495,78.93444444,5.966840278,13.63,19.39777778,6.182152778,7.364128788,0.795416667,30.22083333,30.88961806,82.569375,1.083576389,226.6038889,63.29623188
05-04-2023,28.44142361,65.56357639,7.387326389,15.1321875,22.35704861,7.103298611,1.145277778,0.606666667,21.68274306,35.29329861,77.76201389,0.925520833,180.8296181,164.8221032
06-04-2023,34.62611111,76.17086806,6.498090278,15.28402778,21.76006944,5.984479167,2.110916667,0.7475,26.33072917,35.145,86.63177083,0.911944444,223.9772222,156.4323264
07-04-2023,40.3290625,85.74947917,5.640729167,15.6728125,21.23166667,4.874166667,1.496842105,0.8746875,30.63513889,36.15885417,84.19013889,0.9978125,197.8721875,153.1636111
08-04-2023,28.36458333,65.35241667,7.36875,15.26675,19.81772727,7.185583333,1.683611111,0.6045,21.6205,36.41975,81.64458333,1.158333333,233.9909167,163.1151389
09-04-2023,28.44142361,65.56357639,7.387326389,15.1321875,22.35704861,7.103298611,1.145277778,0.606666667,21.68274306,35.29329861,77.76201389,0.925520833,180.8296181,157.828125
10-04-2023,34.62611111,76.17086806,6.498090278,15.28402778,21.76006944,5.984479167,2.110916667,0.7475,26.33072917,35.145,86.63177083,0.911944444,223.9772222,145.3770139
11-04-2023,40.3290625,85.74947917,5.640729167,15.6728125,21.23166667,4.874166667,1.496842105,0.8746875,30.63513889,36.15885417,84.19013889,0.9978125,197.8721875,193.0617262
12-04-2023,35.15465278,77.47086806,4.250590278,12.47840278,16.73611111,3.174201389,3.052675439,0.658645833,32.68270833,36.605625,84.38541667,0.900486111,177.6237153,176.9463429
13-04-2023,31.03204861,70.73329861,3.187430556,10.29697917,13.39350694,1.9890625,1.789605263,0.494375,34.0121875,36.5521875,86.00069444,0.970173611,195.3948264,181.3606342
14-04-2023,30.91600694,70.46552083,3.174756944,10.31211806,13.45916667,2.007534722,1.451203704,0.493576389,33.88329861,36.5359375,84.41930556,1.080659722,212.0054514,185.7749254
15-04-2023,31.19555556,70.99872222,3.204333333,10.396,13.56805556,1.978777778,0.99547619,0.497444444,34.1945,36.01827778,86.76233333,0.918722222,170.8260556,190.1892166
16-04-2023,31.03204861,70.73329861,3.187430556,10.29697917,13.39350694,1.9890625,1.789605263,0.494375,34.0121875,36.5521875,86.00069444,0.970173611,195.3948264,194.6035079
17-04-2023,30.91600694,70.46552083,3.174756944,10.31211806,13.45916667,2.007534722,1.451203704,0.493576389,33.88329861,36.5359375,84.41930556,1.080659722,212.0054514,199.0177991
18-04-2023,31.02032051,70.705,3.186858974,10.41589744,12.2525,1.975833333,2.253888889,0.450297619,33.99948718,38.30205128,66.83525641,1.174102564,177.5560897,203.4320904
19-04-2023,30.788125,70.16746528,3.1615625,10.27034722,13.51559028,1.994895833,6.065263158,0.490659722,33.76496528,34.38503472,82.53215278,1.079097222,190.5605903,202.713963
20-04-2023,30.95100694,70.54524306,3.178784722,10.24625,13.4465625,2.009618056,1.453823529,0.493854167,33.92236111,32.89659722,79.46079861,1.023125,188.72625,205.417448
21-04-2023,31.02690972,70.7209375,3.186666667,10.28166667,13.39038194,2.007361111,1.375833333,0.494895833,34.00684028,32.23475694,72.71479167,1.074305556,164.4482986,208.1209331
22-04-2023,30.56586806,69.64902778,3.138506944,10.40263889,13.54243056,1.980381944,1.417324561,0.487361111,33.49131944,32.01173611,86.50961806,1.009444444,159.6125694,210.8244181
23-04-2023,30.83493056,70.27402778,3.166666667,10.22625,13.38631944,2.016319444,1.205984848,0.491736111,33.79131944,31.06243056,89.24833333,0.742569444,104.0179861,213.5279031
24-04-2023,36.09333333,78.11371795,4.935192308,12.90025641,17.47179487,5.681474359,3.435208333,0.913333333,29.01070513,33.64230769,73.53532051,1.414358974,242.8969872,216.2313881
25-04-2023,36.980625,80.41420139,5.182673611,13.29833333,18.50951389,6.262847222,1.752546296,0.993020833,28.57840278,31.19940972,85.29590278,0.846597222,127.7240972,218.9348732
26-04-2023,35.86356481,78.45555556,4.920694444,13.3874537,18.11990741,6.058842593,1.144285714,0.95,27.51046296,32.21953704,78.30962963,0.93125,155.2716204,245.9522436
27-04-2023,36.09333333,78.11371795,4.935192308,12.90025641,17.47179487,5.681474359,3.435208333,0.913333333,29.01070513,33.64230769,73.53532051,1.414358974,242.8969872,222.6119444
28-04-2023,32.85022727,73.96613636,4.281439394,12.40568182,15.1125,7.476742424,1.938518519,0.576180556,26.60704545,32.67727273,82.39189394,1.06219697,214.9131818,62.54322577
29-04-2023,34.35277778,75.14694444,5.061354167,13.55125,18.46145833,8.845104167,1.116111111,0.593368056,30.12607639,30.57065972,89.39430556,0.917430556,196.8546181,70.92539596
30-04-2023,34.71892361,75.94680556,5.115798611,13.47180556,18.58559028,8.975069444,2.215,0.599166667,30.44645833,31.91295139,86.10472222,0.804166667,181.6690278,79.30756615
01-05-2023,34.57583333,75.63243056,5.094027778,13.39399306,18.47045139,8.9834375,1.055451389,0.596666667,30.31961806,31.75149306,89.79402778,0.899930556,157.1147569,87.68973634
02-05-2023,33.03572917,73.1525,6.110416667,13.12368056,18.58333333,6.353576389,5.501089744,0.665590278,26.77201389,31.12715278,95.13072917,1.010555556,146.4900347,96.07190653
03-05-2023,30.70390625,68.83765625,6.8609375,12.86515625,18.84453125,4.09859375,5.3921875,0.7209375,22.7925,30.981875,93.96984375,1.0325,162.1310938,104.4540767
04-05-2023,34.71892361,75.94680556,5.115798611,13.47180556,18.58559028,8.975069444,2.215,0.599166667,30.44645833,31.91295139,86.10472222,0.804166667,181.6690278,112.8362469
05-05-2023,34.57583333,75.63243056,5.094027778,13.39399306,18.47045139,8.9834375,1.055451389,0.596666667,30.31961806,31.75149306,89.79402778,0.899930556,157.1147569,121.2184171
06-05-2023,26.4012963,57.58712963,3.650925926,9.151481481,11.49796296,7.45212963,7.992222222,0.937777778,16.46712963,31.24259259,95.25601852,1.114259259,208.4758333,129.6005873
07-05-2023,25.95586806,56.40059028,3.127326389,8.562256944,11.65704861,7.978368056,8.471076389,0.994479167,15.20170139,30.80642361,91.08388889,1.023159722,180.9070833,137.9827575
08-05-2023,25.851875,56.17604167,3.11625,8.63875,11.716875,7.995,8.437708333,0.991041667,15.15291667,30.50208333,94.269375,0.756041667,128.6002083,127.7083333
09-05-2023,25.74788194,55.95149306,3.105173611,8.715243056,11.77670139,8.011631944,8.404340278,0.987604167,15.10413194,30.19774306,97.45486111,0.488923611,76.29333333,179.9155952
10-05-2023,25.70104167,55.8425,3.133125,8.668333333,11.68291667,7.99375,8.386666667,0.997083333,15.23458333,34.543125,85.278125,1.9625,306.7995833,177.4689167
11-05-2023,31.27446429,66.0052381,5.232559524,10.59,14.14183333,5.990952381,10.45535714,0.820714286,23.16244048,32.49238095,79.67863095,1.05875,209.9776786,141.9530263
12-05-2023,33.28608333,73.14958333,6.240083333,11.63808333,17.74108333,4.855083333,11.25266667,0.685083333,27.46183333,29.22208333,97.24141667,0.585666667,98.91058333,188.6004688
13-05-2023,35.29770238,80.29392857,7.247607143,12.68616667,21.34033333,3.719214286,12.04997619,0.549452381,31.76122619,25.95178571,114.8042024,0.112583333,-12.1565119,103.982381
14-05-2023,37.30932143,87.43827381,8.255130952,13.73425,24.93958333,2.583345238,12.84728571,0.413821429,36.06061905,22.6814881,132.3669881,-0.3605,-123.2236071,267.8190909
15-05-2023,39.32094048,94.58261905,9.262654762,14.78233333,28.53883333,1.44747619,13.64459524,0.278190476,40.3600119,19.41119048,149.9297738,-0.833583333,-234.2907024,203.1937778
16-05-2023,38.20240741,69.48324074,6.311203704,11.62759259,16.1215,4.804166667,14.0375,0.695916667,27.76768519,35.14666667,84.16388889,1.379259259,321.2290741,210.7853582
17-05-2023,38.96784722,68.60993056,6.274166667,11.67510417,17.84986111,4.896701389,14.50861111,0.793958333,27.60711806,36.095,87.01625,1.032361111,162.1130556,236.2445
18-05-2023,40.28489583,72.08902778,5.419618056,10.27434028,15.68486111,5.300729167,12.1475,0.845069444,26.725,32.21704861,84.46645833,0.889826389,149.4380903,142.7920614
19-05-2023,42.20864583,79.41635417,3.514826389,7.432083333,10.85003472,6.228611111,6.993576389,0.917152778,24.19857639,31.62222222,94.42340278,0.934236111,179.8010069,177.4223684
20-05-2023,41.86215278,80.51079861,3.486319444,7.415972222,10.94003472,6.292777778,6.936388889,0.91,23.99965278,31.64298611,86.6115625,0.917013889,183.6885069,146.0391667
21-05-2023,42.35829861,79.91090278,3.527986111,7.469965278,10.94993056,6.272673611,7.018194444,0.920798611,24.28482639,31.2390625,90.33371528,1.074236111,194.9150347,126.1623365
22-05-2023,38.32267361,75.38940972,4.324756944,8.406909722,12.75517361,5.353090278,6.179965278,0.826076389,21.68791667,30.68034722,85.44954861,0.891388889,156.8123611,107.3308851
23-05-2023,30.36270833,64.28208333,6.310868056,11.12305556,17.47791667,2.9975,4.724618056,0.595972222,15.29486111,31.26736111,82.94125,0.784722222,188.0252431,88.49943359
24-05-2023,35.12614583,72.54395833,6.288263889,11.00277778,17.21711806,2.977673611,5.976701389,0.594548611,15.23927083,31.53302083,83.90795139,0.8690625,176.2213194,69.66798212
25-05-2023,37.53488095,84.05285714,5.995654762,13.85190476,10.53180556,4.625416667,6.916547619,0.5134375,13.84119048,33.12839286,74.08779762,1.089642857,246.8772619,50.83653065
26-05-2023,38.29253472,89.40798611,5.767430556,15.38444444,21.30701389,5.524027778,7.400972222,1.134166667,12.89381944,29.89805556,95.81427083,0.881319444,206.9417708,174.3076384
27-05-2023,37.98729167,88.69538194,5.721875,15.43375,21.22586806,5.550694444,7.342222222,1.125208333,12.79121528,31.1534375,82.77836806,1.250555556,191.4484375,169.6331012
28-05-2023,37.94416667,88.59486111,5.715868056,15.45715278,21.18989583,5.565243056,7.3334375,1.123819444,12.77642361,31.14152778,89.13798611,1.006354167,205.8361111,164.9585641
29-05-2023,37.0665625,87.19423611,6.283888889,16.58611111,22.840625,5.978993056,7.819166667,1.075347222,15.03788194,31.78774306,86.95163194,1.100729167,181.8815278,160.284027
30-05-2023,33.28663194,80.14368056,7.620104167,20.09065972,27.56020833,7.252604167,8.881354167,0.902847222,20.70138889,31.31746528,88.10618056,0.87,161.5435764,175.7358974
31-05-2023,33.38583333,80.38336806,7.645659722,20.14711806,27.86135417,7.284444444,8.908055556,0.906111111,20.77065972,30.7678125,90.81739583,0.812465278,152.7919792,158.6812153
01-06-2023,33.31600694,80.21482639,7.629513889,20.22760417,27.72479167,7.346701389,8.889166667,0.904027778,20.72645833,31.2796875,85.54673611,0.728020833,178.6626042,88.97666667
02-06-2023,33.25447917,80.06659722,7.615277778,19.99177083,27.68829861,7.346423611,8.872708333,0.9021875,20.68784722,31.95618056,85.16145833,0.914236111,186.3966319,152.4089583
03-06-2023,33.13701389,79.78402778,7.584895833,20.11027778,27.744375,7.309027778,8.845694444,0.8996875,20.60611111,32.10565972,85.60756944,0.863680556,174.9044444,155.4993403
04-06-2023,33.41996528,80.46402778,7.648888889,19.92760417,27.59708333,7.391145833,8.917048611,0.9071875,20.79131944,30.96336806,88.76163194,0.849375,192.0187153,152.6679365
05-06-2023,33.77111111,81.31020833,7.733645833,20.24465278,27.87861111,7.321076389,9.010416667,0.916666667,21.00927083,31.07829861,96.29125,0.911354167,187.3877778,132.9857143
06-06-2023,33.9696875,81.79052083,7.779548611,20.07211806,27.99013889,7.360138889,9.064340278,0.921597222,21.13375,31.32378472,96.89899306,1.033923611,197.5280903,180.5985417
07-06-2023,33.93598958,81.70916667,7.771875,20.10005208,27.7459375,7.376145833,9.054791667,0.920416667,21.11260417,30.099375,97.32546875,0.91015625,160.8736458,200.0290476
08-06-2023,27.89564815,68.03888889,7.675648148,20.16259259,24.96342593,7.437962963,8.943518519,0.830555556,20.84925926,28.4687037,97.37583333,0.836851852,161.1030556,195.4110714
09-06-2023,27.18388889,64.85043651,6.279126984,15.39619048,20.29526515,5.949087302,6.999603175,0.853901515,22.13920635,28.11277778,97.3525,0.704642857,140.6024603,125.3183333
10-06-2023,30.1625,69.2545,3.835,7.147,11.158,3.3175,3.5275,0.929,24.4055,25.831,97.4,0.6395,85.4835,32.51413194
11-06-2023,26.31960012,60.54947103,3.853686177,7.409361326,10.09606846,3.434466104,3.579290013,0.875581313,24.19909461,24.87547824,97.57927257,0.526706729,75.81004058,54.56992063
12-06-2023,24.88295255,56.35639385,2.915501653,4.353951554,5.984573443,2.483232474,2.266403108,0.870410354,24.95610483,23.57826157,97.68217708,0.427270668,51.37400397,117.8114015
13-06-2023,29.70714286,68.16297619,3.761071429,7.314722222,9.691309524,3.316547619,3.475,0.826309524,24.01095238,32.54380952,97.27416667,0.585119048,180.8010714,58.21809524
14-06-2023,29.80694444,68.39925926,3.796435185,7.040092593,10.85416667,3.406574074,3.486064815,0.91837963,24.09685185,30.08388889,97.35597222,0.642546296,179.9704167,64.34731884
15-06-2023,29.33524306,67.26506944,3.706805556,7.124583333,10.80045139,3.396701389,3.432673611,0.903576389,23.68729167,30.41850694,97.20447917,0.769791667,177.2887847,156.8541319
16-06-2023,29.57222222,67.83576389,3.753125,7.153541667,10.749375,3.364513889,3.471041667,0.913958333,23.89291667,33.64083333,97.12569444,0.712291667,178.6345833,128.72125
17-06-2023,29.80920139,68.40645833,3.799444444,7.1825,10.69829861,3.332326389,3.509409722,0.924340278,24.09854167,36.86315972,97.04690972,0.654791667,179.9803819,102.282381
18-06-2023,30.04618056,68.97715278,3.845763889,7.211458333,10.64722222,3.300138889,3.547777778,0.934722222,24.30416667,40.08548611,96.968125,0.597291667,181.3261806,167.6452083
19-06-2023,30.28315972,69.54784722,3.892083333,7.240416667,10.59614583,3.267951389,3.586145833,0.945104167,24.50979167,43.3078125,96.88934028,0.539791667,182.6719792,221.8675595
20-06-2023,30.52013889,70.11854167,3.938402778,7.269375,10.54506944,3.235763889,3.624513889,0.955486111,24.71541667,46.53013889,96.81055556,0.482291667,184.0177778,123.5057051
21-06-2023,29.78996779,68.12860516,3.778742328,7.244191733,9.468646429,3.404463228,3.498083796,0.79893631,24.08209894,32.18812824,92.62754028,1.014118188,220.5353704,101.6072685
22-06-2023,29.67643634,67.94190972,3.760171296,7.209702546,9.785645833,3.392509259,3.481966435,0.822663194,23.98337037,31.66095255,93.42003819,0.937637731,213.9858299,155.4915625
23-06-2023,29.46787037,67.58361111,3.725462963,7.170462963,9.729166667,3.383425926,3.458240741,0.816,23.80175926,31.00101852,97.19194444,0.843981481,233.2613889,67.8996875
24-06-2023,29.54079861,67.76076389,3.737916667,7.143645833,10.90395833,3.414583333,3.455868056,0.909409722,23.86638889,31.43170139,89.7346875,0.907395833,198.6095486,148.231875
25-06-2023,29.43809524,67.51214286,3.723095238,7.114642857,10.88845238,3.256071429,3.444166667,0.906428571,23.77488095,28.8275,97.4,0.514285714,121.4163095,131.2748264
26-06-2023,29.12366667,67.04416667,3.6685,7.065166667,10.791,3.396416667,3.408416667,0.896083333,23.50316667,30.11183333,97.2785,0.720083333,237.1606667,168.4630556
27-06-2023,29.50670139,67.67798611,3.729618056,7.107743056,10.74847222,3.376354167,3.452222222,0.908923611,23.83607639,27.93861111,97.42104167,0.812013889,151.9964931,63.68808333
28-06-2023,29.53506944,67.74704861,3.736423611,7.124097222,10.91847222,3.365729167,3.455520833,0.909444444,23.86163194,30.86736111,94.64239583,0.823993056,187.5038194,125.0414583
29-06-2023,29.27986111,67.13087963,3.697962963,7.152175926,10.7275,3.386805556,3.426203704,0.901759259,23.63824074,30.98314815,97.32939815,0.843796296,186.5165741,27.9976087
30-06-2023,29.2137037,66.97153164,3.689679784,7.172438272,10.77717593,3.386747685,3.418630401,0.899544753,23.58081404,32.97424383,96.37263503,0.858383488,209.8590432,143.7911806
01-07-2023,29.91368056,68.49097222,3.801458333,7.280694444,10.10666667,3.373888889,3.497708333,0.850897436,24.19006944,34.38819444,95.92520833,1.430763889,263.674375,163.6372917
02-07-2023,29.55913194,67.80520833,3.741354167,7.097013889,10.84163194,3.372430556,3.458020833,0.910451389,23.88350694,32.8240625,97.47184028,0.923125,224.8820139,82.10399306
03-07-2023,30.14,69.1975,3.8275,7.005,11.2125,3.19875,3.52625,0.93,24.3825,29.785,97.55,0.7425,98.7,42.21055556
04-07-2023,30.31271412,69.61433835,3.853337191,6.967287809,11.24472801,3.191591435,3.545945216,0.935453318,24.53384645,29.70990934,98.09960262,0.774870756,106.2114853,60.16090278
05-07-2023,29.14191667,66.7985,3.68325,7.132666667,9.342575758,3.41325,3.369833333,0.766212121,23.52016667,27.49566667,99.31875,0.684666667,193.0305833,60.83248919
06-07-2023,29.7184375,68.18944444,3.766145833,7.156111111,10.83197917,3.338888889,3.476076389,0.915520833,24.02086806,28.38034722,99.33278986,0.980833333,209.3833333,53.55896075
07-07-2023,29.97377778,68.80277778,3.807222222,7.190055556,9.878489583,3.408611111,3.505166667,0.8371875,24.24283333,28.33577778,99.68838889,0.7115,161.6773333,46.28543232
08-07-2023,29.88594444,68.59061111,3.791444444,7.098,10.85877778,3.361722222,3.483777778,0.920833333,24.16588889,28.84833333,99.511,0.586944444,118.8478333,39.01190388
09-07-2023,29.55166667,67.78758772,3.737982456,7.129342105,10.81925439,3.376666667,3.456842105,0.90995614,23.87583333,31.10412281,99.4887037,0.931359649,194.8956579,136.7969692
10-07-2023,30.02833333,68.9321875,3.8109375,7.055625,9.025,3.357291667,3.512291667,0.771666667,24.28625,31.85041667,99.08125,0.53375,170.555,140.2651136
11-07-2023,29.52149306,67.71260417,3.734965278,7.136284722,10.77628472,3.383263889,3.453888889,0.909027778,23.84802083,30.33493056,99.13145833,0.724722222,203.6417361,143.7332579
12-07-2023,29.46840909,67.58590909,3.724545455,7.060909091,10.775,3.468636364,3.4475,0.908181818,23.77909091,27.64015152,99.12348485,0.452045455,135.6627273,147.2014022
13-07-2023,29.45332229,67.54841731,3.723036865,7.064380399,10.75351517,3.471934975,3.446023392,0.907717637,23.76518466,27.25555539,98.94486216,0.348726741,140.0357664,150.6695465
14-07-2023,29.37766098,67.36595539,3.711408543,7.051916467,10.91536732,3.502123106,3.437380482,0.920921451,23.69233902,26.06481539,98.84031734,0.224029705,125.5745608,173.5448718
15-07-2023,29.35858333,67.3175,3.713583333,7.003916667,9.938,3.439666667,3.434666667,0.836583333,23.70533333,29.40175,98.77625,0.835583333,263.1040833,112.8870833
16-07-2023,29.72201389,68.195,3.764201389,7.191215278,10.80322917,3.392291667,3.476770833,0.915277778,24.02135417,29.23951389,98.81614583,0.892013889,209.4826042,204.6613542
17-07-2023,29.67583333,68.08555556,3.754444444,7.24125,10.8625,3.3334375,3.471597222,0.913958333,23.96159722,29.16322917,98.84506944,1.281145833,239.9798611,119.3409722
18-07-2023,29.47544118,67.60220588,3.729558824,7.176421569,7.623923611,3.370833333,3.448284314,0.643229167,23.81009804,29.54705882,98.71196078,1.173480392,274.0547059,209.4895486
19-07-2023,28.93916667,66.31013889,3.6915625,7.160034722,10.78402778,3.397743056,3.386979167,0.890347222,23.32541667,29.08083333,98.881875,1.109444444,279.4191319,156.9244792
20-07-2023,29.4555,67.5545,3.726166667,7.073666667,10.61283333,3.3985,3.4465,0.906833333,23.79266667,28.94183333,98.87566667,1.096,216.8781667,215.1450347
21-07-2023,29.08716667,66.66679167,3.694725694,7.033059028,10.57359722,3.430652778,3.404190972,0.895027778,23.47457639,28.90063542,98.89406944,1.010149306,236.5978021,155.8330903
22-07-2023,28.96743922,66.3782683,3.682442729,6.981145343,10.81470764,3.4528625,3.390531291,0.917602083,23.37542908,28.78759412,98.92024003,0.948201961,230.2037364,79.41
23-07-2023,28.84771176,66.08974493,3.670159763,6.929231658,11.05581806,3.475072222,3.376871609,0.940176389,23.27628178,28.67455282,98.94641062,0.886254616,223.8096706,142.8192762
24-07-2023,30.08268519,69.06759259,3.828703704,7.107037037,9.908240741,3.333333333,3.518611111,0.843148148,24.3375,26.64518519,99.10703704,0.87537037,167.6539815,139.6667662
