Date,PM25,PM10,NO,NO2,NOX,NH3,SO2 ,CO,O3,TE,RH,WS ,WD,SR
08-08-2020,11.84,19.51,6.98,12.2,19.42,8.44,1.1,0.32,2.72,26.40959436,80.31693956,1.84,294.14,133.82
09-08-2020,13.83,20.22,6.99,12.17,19.39,8.39,1.68,0.15,3.48,26.44433519,80.05380497,1.62,289.44,146.9
10-08-2020,12.62,19.22,6.99,12.16,19.41,8.41,0.5,0.38,5.09,26.47907601,79.79067037,1.26,281.33,176.36
11-08-2020,14.88,23.93,6.99,12.19,19.41,8.36,0.75,0.3,4.21,26.51381683,79.52753578,1.58,289.04,240.02
12-08-2020,18.83,32.46,6.99,12.2,19.41,8.38,0.84,0.21,3.57,26.54855766,79.26440119,1.63,289.83,264.93
13-08-2020,18.08,36.29,6.97,12.21,19.4,8.45,0.04,0.16,2.36,26.58329848,79.00126659,1.76,292.22,334.14
14-08-2020,13.38,29.32,7,12.17,19.39,8.47,0.46,0.22,2.69,26.6180393,78.738132,1.48,286.29,273.14
15-08-2020,15.17,29.66,7.02,12.2,19.4,8.43,0.56,0.19,3.11,26.65278013,78.4749974,1.68,290.4,294.64
16-08-2020,16.31,31.27,6.98,12.19,19.4,8.4,1.71,0.27,2.93,26.68752095,78.21186281,1.35,283.56,181.61
17-08-2020,17.77,30.22,7.01,12.18,19.4,8.4,0.54,0.18,1.87,26.72226177,77.94872822,1.69,291.14,239.22
18-08-2020,18.92,28.19,7.01,12.18,19.41,8.42,0.12,0.16,1.13,26.7570026,77.68559362,1.38,284.56,212.89
19-08-2020,16.78,30.66,6.97,12.21,19.4,8.36,1.4,0.31,1.02,26.79174342,77.42245903,1.76,292.17,272.7
20-08-2020,17.5,27.75,7,12.22,19.39,8.36,1.13,0.19,0.81,26.82648424,77.15932443,1.31,282.62,185.69
21-08-2020,18.48,25.75,7.04,12.19,19.41,8.44,1.13,0.21,0.76,26.86122506,76.89618984,1.3,282.34,255.18
22-08-2020,14.78,22.33,6.97,12.18,19.39,8.37,1.72,0.21,0.62,26.89596589,76.63305525,1.52,287.05,217.8
23-08-2020,13.82,23.07,6.95,12.19,19.4,8.39,0.76,0.05,0.55,26.93070671,76.36992065,1.68,290.41,182.35
24-08-2020,13.27,32.42,6.99,12.17,19.4,8.45,0.36,0.28,0.53,26.96544753,76.10678606,1.7,290.75,186.34
25-08-2020,9.33,38.35,7,12.2,19.4,8.39,0.38,0.32,0.52,27.00018836,75.84365146,2.01,297.36,324.49
26-08-2020,10.68194444,34.03,6.99,12.21,19.41,8.45,1.2,0.3,0.63,27.03492918,75.58051687,2.24,302.23,314.9
27-08-2020,9.692777778,34.69,6.99,12.19,19.4,8.4,1.77,0.18,1.02,27.06967,75.31738228,2.05,298.44,268.77
28-08-2020,10.2,32.13,7,12.14,19.41,8.39,0.82,0.21,0.74,27.10441083,75.05424768,1.77,292.32,240.2
29-08-2020,10.12,27.83,6.98,12.21,19.41,8.38,0.41,0.24,0.84,27.13915165,74.79111309,1.51,286.79,283.68
30-08-2020,10.23,21.22,7,12.21,19.4,8.4,1.3,0.16,0.9,27.17389247,74.52797849,1.54,287.4,228.54
31-08-2020,10.25,25.22,7.01,12.18,19.39,8.37,0.54,0.41,1.1,27.2086333,74.2648439,1.84,293.97,228.54
01-09-2020,10.19,26.61,7,12.21,19.41,8.42,0.31,0.17,1.12,27.24337412,74.00170931,2.07,298.7,245.78
02-09-2020,10.2,24.77,7.01,12.17,19.41,8.39,1.22,0.22,1,27.27811494,73.73857471,1.44,285.4,228.86
03-09-2020,10.19,29.68,7,12.16,19.4,8.42,2.3,0.09,1.99,27.31285577,73.47544012,1.53,287.35,247
04-09-2020,10.07,28.15,6.99,12.2,19.4,8.42,1.16,0.09,1.8,27.34759659,73.21230552,1.58,288.37,224.32
05-09-2020,10.4,23.49,7.03,12.22,19.39,8.38,0.52,0.24,1.75,27.38233741,72.94917093,1.57,288.15,262.32
06-09-2020,10.35,15.34,7.01,12.19,19.38,8.45,0.86,0.18,1.54,27.41707824,72.68603634,1.96,297.04,214.78
07-09-2020,10.21,15.13,7.02,12.18,19.39,8.44,0.04,0.36,0.91,27.45181906,72.42290174,1.66,291.05,139.8
08-09-2020,10.15,21.77,7,12.21,19.4,8.42,1.21,0.41,1.14,27.48655988,72.15976715,1.42,285.03,217.78
09-09-2020,10.28,18.05,7,12.21,19.4,8.41,0.92,0.25,1.14,27.5213007,71.89663255,1.57,288.34,187.91
10-09-2020,10.18,18.15,7.01,12.19,19.41,8.4,1.15,0.21,1.42,27.55604153,71.63349796,1.52,287.42,158.75
11-09-2020,9.85,16.42,6.94,12.19,19.41,8.38,2.07,0.22,1.55,27.59078235,71.37036337,1.73,292.2,102.7
12-09-2020,7.26,16.73,6.94,12.2,19.4,8.35,0.94,0.26,1.16,27.62552317,71.10722877,2.3,209.86,146.73
13-09-2020,4.78,13.90878788,6.97,12.19,19.39,8.38,1.16,0.29,0.98,27.660264,70.84409418,1.56,329.43,238.15
14-09-2020,5.03,12.78847319,7,12.21,19.41,8.43,0.91,0.46,0.93,27.69500482,70.58095958,1.45,321.96,319.61
15-09-2020,4.98,11.66815851,7,12.21,19.41,8.37,0.5,0.24,0.98,27.72974564,70.31782499,1.57,333.59,275.67
16-09-2020,5.06,10.54784382,7.01,12.18,19.4,8.36,0.69,0.21,1.13,27.76448647,70.0546904,1.76,339.28,287.57
17-09-2020,4.9,9.427529138,6.99,12.22,19.4,8.41,0.39,0.28,0.72,27.79922729,2.22,1.58,343.55,292.95
18-09-2020,5.16,8.307214452,7.05,12.18,19.4,8.38,1.13,0.18,0.92,27.83396811,2.22,1.95,342.05,340.09
19-09-2020,5.95,21.9,7.03,12.21,19.39,8.45,0.96,0.03,1.16,27.86870894,2.22,3.36,250.31,288.52
20-09-2020,15.88,23.81,7.03,12.21,19.4,8.43,2.39,0.04,1.89,27.90344976,2.57,3.69,327.01,375.11
21-09-2020,15.83,23.74,7.04,12.21,19.4,8.44,1,0.12,0.91,27.93819058,2.23,2.38,340.97,312.48
22-09-2020,15.61,23.42,7.01,12.22,19.39,8.46,0.61,0.31,1.31,27.97293141,2.24,2.39,345.63,314.88
23-09-2020,15.67,23.51,7.01,12.21,19.4,8.38,0.9,0.19,1.23,28.00767223,2.22,2.34,344.42,316.79
24-09-2020,15.42,23.13,6.98,12.19,19.4,8.38,0.69,0.42,1.21,28.04241305,2.24,2.35,345.82,332.11
25-09-2020,15.79,23.68,7.01,12.2,19.39,8.4,0.47,0.21,1.03,28.07715387,1.76,2.53,345.22,368.51
26-09-2020,15.63,23.44,7.01,12.21,19.4,8.38,1.03,0.23,0.87,28.1118947,2.23,2.47,347.36,296.23
27-09-2020,15.62,23.45,7,12.19,19.4,8.41,1.59,0.23,1.03,28.14663552,2.24,2.71,346.8,327.89
28-09-2020,15.62,23.4,6.99,12.23,19.4,8.38,0.51,0.22,1.58,30.34,68.44,2.99,346.02,377.49
29-09-2020,16.13,24.2,7.05,12.2,19.4,8.36,0.62,0.34,1.6,30.33,67.91,2.67,341.68,311.45
30-09-2020,15.79,23.69,7.02,12.22,19.39,8.42,0.36,0.36,1.1,30.26,66.28,2.53,340.58,308.24
01-10-2020,15.85,23.77,7.03,12.2,19.41,8.35,0.71,0.39,1.43,30.21,68.1,2.83,340.71,287.37
02-10-2020,15.94,23.92,7.02,12.21,19.4,8.43,0.82,0.21,1.81,30.55,66.16,2.52,340.5,329.07
03-10-2020,15.86,23.79,7.03,12.18,19.39,8.43,0.05,0.22,2.04,30.67,65.86,2.39,341.14,293.32
04-10-2020,15.59,23.38,7,12.18,19.39,8.39,0.99,0.58,1.97,31,66.93,2.48,341.93,299.61
05-10-2020,15.57,23.38,7,12.18,19.39,8.36,0.91,0.81,2.12,30.71,68.5,2.93,344.92,341.63
06-10-2020,15.68,23.49,6.99,12.21,19.39,8.43,0.8,0.67,2.03,30.41,67.01,2.64,346.7,358.04
07-10-2020,15.94,23.91,7.04,12.19,19.41,8.38,0.54,0.91,1.73,30.45,67.28,2.74,345,306.19
08-10-2020,15.64,23.46,7,12.21,19.4,8.37,1.19,0.85,2.4,26.76,75.09,2.62,347.91,339.3
09-10-2020,15.74,23.62,7.01,12.17,19.38,8.4,1.49,0.91,3.41,29.09,71.79,2.46,340.88,305.28
10-10-2020,15.72,23.58,7.02,12.18,19.4,8.38,1.16,0.7,3.25,28.56,75.55,2.3,343.29,233.32
11-10-2020,15.62,23.44,6.99,12.19,19.39,8.47,1.49,0.92,3.9,28.85,71.72,4.06,32.75,293.51
12-10-2020,15.46,23.18,6.99,12.2,19.4,8.35,0.96,0.74,4.59,29.76,68.76,4.84,6.62,261.42
13-10-2020,15.79,23.68,7.01,12.21,19.39,8.36,0.74,1.12,3.79,29.9,66.7,4.13,257.89,246.83
14-10-2020,15.9,23.85,7.03,12.18,19.41,8.38,2.23,1.11,2.21,29.45,69.92,5.05,284.03,254.43
15-10-2020,15.51,23.27,7,12.22,19.41,8.36,1.38,0.98,1.46,29.53,70.55,4.8,200.67,342.82
16-10-2020,15.76,23.64,7.03,12.2,19.4,8.39,1.82,0.92,2.66,28.96,73.08,4.7,354.63,311.87
17-10-2020,15.68,23.52,7.01,12.19,19.4,8.45,0.33,0.99,2.05,29.13,71.6,4.77,354.74,367.95
18-10-2020,15.83,23.75,7.02,12.19,19.37,8.34,1.04,0.84,2.81,30.19,68.76,4.82,354.88,392.59
19-10-2020,15.33,23,6.96,12.19,19.39,8.42,0.41,0.91,2.32,30.47,69.89,5.05,355.25,304.51
20-10-2020,15.73,23.59,7.01,12.18,19.4,8.38,0.31,0.64,1.65,29.38,69.83,5.67,251.87,277.52
21-10-2020,15.69,23.53,7.02,12.2,19.41,8.38,0.41,0.92,1.63,29.22,68.88,7.6,289.99,358.44
22-10-2020,15.57,23.35,6.99,12.21,19.4,8.39,1.35,1.03,1.87,28.21,75.98,7.99,169.62,294.45
23-10-2020,15.75,23.63,7.01,12.19,19.4,8.42,0.31,0.98,1.17,29.84,72.95,6.57,286.49,248.08
24-10-2020,15.74,23.63,7.02,12.2,19.4,8.39,1.24,0.83,1.77,29.86,71.85,3.54,358.42,294.52
25-10-2020,15.63,23.44,7,12.21,19.4,8.41,1.27,0.63,1.81,29.79,72.91,3.59,353.31,342.67
26-10-2020,15.64,23.46,7.01,12.22,19.39,8.38,1.14,0.96,1.97,30.32,67.96,3.78,355.5,385.47
27-10-2020,15.69,23.53,7.01,12.17,19.4,8.37,1.02,1.03,2.79,29.71,70.82,3.73,348.77,328.96
28-10-2020,15.65,23.48,6.99,12.2,19.4,8.4,0.72,0.96,3.33,30.33,68.53,4.04,349.22,308.13
29-10-2020,15.43,23.15,6.98,12.21,19.41,8.45,0.76,1.04,4.32,28.78,73.09,4.85,314.44,320.83
30-10-2020,15.67,23.5,7.01,12.18,19.4,8.38,1.35,1.05,6.03,28.44,76.54,4.69,354.14,328.75
31-10-2020,15.79,23.68,7.03,12.21,19.39,8.38,1.61,0.91,4.89,29.55,73.6,4.1,354.08,293.56
01-11-2020,15.48,23.21,6.99,12.19,19.41,8.4,1.28,0.89,4.49,25.68,84.7,3.58,353.75,264.49
02-11-2020,15.42,23.13,6.96,12.21,19.4,8.39,0.79,0.91,2.4,28.8,76.54,3.75,353.64,286.43
03-11-2020,16,24.01,7.05,12.2,19.4,8.42,0.39,1.21,1.59,29.29,72.78,3.44,354.04,198.95
04-11-2020,15.89,23.83,7.03,12.21,19.39,8.45,1.74,0.88,2.15,29.18,76.3,3.82,285.24,287.99
05-11-2020,15.55,23.33,7,12.21,19.41,8.37,1.15,1.15,5.42,29.62,72.24,3.65,349.82,207.19
06-11-2020,15.5,23.26,6.98,12.2,19.39,8.46,2.23,0.9,9.59,30.01,69.86,3.9,349.05,284.05
07-11-2020,15.78,23.66,7.02,12.21,19.41,8.41,2.16,0.98,10.32,30.12,70.15,3.95,349.06,292.57
08-11-2020,35.67,49.02,10.6,17.98,28.72,14.61,1.99,0.62,10.02,30.3,71,4.03,349.93,295.65
09-11-2020,60.05,80.07,15.02,25.13,40.17,22.33,1.98,0.85,10.33,32.48,58.15,3.87,352.57,267.17
10-11-2020,60,80.02,15,25.19,40.19,22.37,4.58,0.86,11.15,32.61,58.12,3.71,348.73,284.55
11-11-2020,59.83,79.75,14.94,25.19,40.22,22.41,4.41,1.2,10.96,32.64,57.84,2.01,344.73,288.45
12-11-2020,60.01,80.02,15,25.24,40.21,22.31,3.63,0.97,10.17,32.52,57.67,1.03,344.94,272.39
13-11-2020,59.97,79.95,14.99,25.21,40.15,22.43,2.38,0.98,9.85,33.04,57.67,1.02,346.95,342.65
14-11-2020,60,80,15,25.13,40.09,22.34,2.39,0.97,9.49,33.59,57.64,0.85,348.58,342.94
15-11-2020,60.08,80.12,15.03,25.28,40.28,22.32,1.67,0.8,9.61,33.09,57.67,1.01,348.34,348.86
16-11-2020,59.15,79.26,14.76,24.87,39.6,22.12,3.23,0.91,9.46,32.3,58.89,0.86,348.32,247.75
17-11-2020,35.06,60.13,8.02,13.13,21.19,13.37,2.33,0.88,9.28,30.56,92.66,0.94,348.07,201.64
18-11-2020,35,60.03,8,13.19,21.23,13.36,2.4,0.8,9.51,30.48,92.64,0.85,347.71,191.81
19-11-2020,35.06,60.12,8.02,13.22,21.24,13.4,1.75,0.81,9.67,31.31,92.64,0.81,347.32,300.53
20-11-2020,35.07,60.15,8.03,13.17,21.15,13.42,2.47,0.85,9.74,31.06,92.68,1.06,347.19,267.25
21-11-2020,34.93,59.86,7.98,13.19,21.18,13.43,2.9,0.89,9.8,31.01,92.66,0.93,347.3,261.17
22-11-2020,34.92,59.83,7.97,13.21,21.18,13.36,4.22,1.17,10.11,30.92,92.68,1.08,347.15,249.56
23-11-2020,34.98,59.95,7.99,13.11,21.18,13.34,3.48,1,10,30.78,92.64,0.84,347.08,230.46
24-11-2020,34.98,59.96,7.99,13.22,21.26,13.42,3.38,1.02,9.91,30.51,92.63,0.8,347.19,195.63
25-11-2020,35.06,60.11,8.02,13.19,21.21,13.46,3.29,1.1,9.8,30.56,92.69,1.12,347.14,201.44
26-11-2020,35.06,60.11,8.02,13.24,21.24,13.4,2.8,1.02,10.1,30.51,92.64,0.85,347.06,196.46
27-11-2020,34.99,59.98,8,13.18,21.29,13.39,1.71,1.05,9.97,30.91,92.66,0.95,346.97,248.26
28-11-2020,34.96,59.93,7.99,13.15,21.32,13.38,3.63,0.94,10,30.88,92.66,0.97,346.87,244.15
29-11-2020,35.03,60.06,8.01,13.23,21.13,13.38,2.98,0.91,9.94,30.81,92.69,1.12,346.9,235.06
30-11-2020,34.98,59.96,7.99,13.24,21.22,13.35,1.83,1.07,9.78,30.84,92.66,0.95,346.81,238.81
01-12-2020,35.01,60.01,8,13.19,21.13,13.46,2.01,0.91,9.78,30.61,92.66,0.95,346.69,208.17
02-12-2020,35,59.99,8,13.19,21.19,13.4,3.82,0.91,10.02,30.63,92.69,1.13,346.63,210.48
03-12-2020,35.08,60.14,8.02,13.15,21.13,13.45,3.8,1.15,9.87,30.31,92.67,1,346.7,168.79
04-12-2020,34.99,59.98,8,13.18,21.3,13.37,1.76,1.07,9.71,30.21,92.63,0.79,346.73,155.41
05-12-2020,35.11,60.21,8.04,13.19,21.24,13.41,3.49,0.94,9.55,30.26,92.65,0.87,346.76,162.53
06-12-2020,35.05,60.1,8.02,13.16,21.2,13.36,3.44,0.98,9.52,30.19,92.64,0.84,346.77,152.66
07-12-2020,34.95,59.9,7.98,13.25,21.23,13.46,1.53,1.03,9.35,30.78,92.65,0.89,346.87,230.9
08-12-2020,34.95,59.91,7.98,13.23,21.25,13.41,2.4,0.95,9.39,31.16,92.66,0.97,346.83,281.11
09-12-2020,35.06,60.11,8.02,13.29,21.15,13.44,1.68,0.99,9.3,31.1,92.65,0.91,346.94,273.18
10-12-2020,34.93,59.86,7.98,13.19,21.16,13.43,2.75,1.02,9.4,31.37,92.65,0.86,347.07,309.16
11-12-2020,41.29,67.09,8.02,13.16,21.18,13.42,2.83,0.73,9.25,30.91,92.68,1.08,347.21,248.7
12-12-2020,57.91,84.82,7.96,13.16,21.2,13.36,2.45,0.78,9.44,30.48,92.66,0.95,347.21,190.84
13-12-2020,57.99,84.97,7.99,13.27,21.13,13.4,2.63,0.76,9.57,30.67,92.66,0.97,347.17,216.21
14-12-2020,58.01,85.02,8,13.24,21.23,13.39,2.94,1.03,9.93,30.48,92.63,0.8,347.32,191.86
15-12-2020,58.03,85.05,8.01,13.18,21.11,13.46,2.8,0.91,10.08,30.76,92.68,1.09,347.24,227.92
16-12-2020,58.04,85.08,8.02,13.28,21.13,13.36,3.11,1.03,10.05,30.99,92.67,0.99,347.33,258.75
17-12-2020,57.98,84.96,7.99,13.06,21.16,13.43,2.06,0.76,9.69,30.63,92.66,0.98,346.27,211.78
18-12-2020,58.04,85.08,8.02,13.21,21.03,13.43,2.49,0.93,9.67,30.67,92.65,0.92,339.69,215.9
19-12-2020,57.95,84.9,7.98,13.24,21.2,13.4,3.36,0.76,9.74,30.54,92.68,1.08,346.93,198.95
20-12-2020,57.96,84.92,7.98,13.2,21.2,13.32,4.11,0.84,9.62,30.55,92.68,1.09,346.74,200.26
21-12-2020,66.74,93.41,8.01,13.18,21.17,13.43,3.6,0.73,7.68,30.35,90.27,1.11,343.43,173.62
22-12-2020,95.42,110.74,7.99,13.07,21.14,13.38,2.41,0.46,4.83,30.32,82.24,1.13,339.9,170.04
23-12-2020,92.08,124.64,8,13.23,21.12,13.41,2,0.67,6.9,30.59,82.24,1.7,325.63,205.89
24-12-2020,44.57,73.81,8.02,13.17,21.16,13.34,2.21,0.68,5.4,30.69,82.24,1.55,328.31,218.56
25-12-2020,55.4,93.39,7.94,13.09,21.11,13.36,1.57,0.62,5.35,30.33,82.24,1.53,319.8,171.89
26-12-2020,58.22,98.52,7.99,13.22,21.25,13.39,2.17,0.72,5.36,30.29,82.23,1.57,312.63,163.58
27-12-2020,64.32,110.53,8.02,13.24,21.19,13.4,2.37,0.73,5.44,30.35,82.24,1.55,314.17,172.45
28-12-2020,65.25,124.31,8.04,13.15,21.2,13.37,3.34,0.69,5.44,30.14,82.25,1.54,315.39,145.94
29-12-2020,63.44,127.71,8.04,13.32,21.16,13.44,2.09,0.72,5.42,30.6,82.23,1.81,315.65,207.72
30-12-2020,80.24,147.99,8.03,13.25,21.25,13.33,1.97,0.79,5.57,29.63,82.21,1.43,310.61,113.34
31-12-2020,48.6,90.04,7.97,13.11,21.12,13.29,1.28,0.76,12.86,30.38,82.21,1.78,316.59,178.62
01-01-2021,43.33,85.09,8,13.28,21.17,13.29,1.99,0.56,14.25,30.29,82.2,1.68,318.43,166.94
02-01-2021,55.66,105.64,8.03,13.29,21.35,13.36,2.63,0.75,13.76,30.29,82.2,1.71,318.74,166.74
03-01-2021,55.63,99.05,7.99,13.33,21.17,13.38,2.66,0.57,14.04,30.42,82.2,1.79,320.46,183.95
04-01-2021,30.06,61.78,8,13.19,21.23,13.36,1.83,0.61,14.85,30.36,82.2,1.67,321.65,175.22
05-01-2021,25.61,49.71,8,13.81,21.69,12.07,1.29,0.4,14.63,30.65,82.2,1.83,324.83,214.09
06-01-2021,24.47,49.07,8.03,15.27,23.18,8.49,1.77,0.48,14.7,30.45,82.2,1.64,322.33,187.92
07-01-2021,16.62,30.18,7.97,15.27,23.31,8.37,1.77,0.55,14.79,30.49,82.2,1.68,322.54,192.87
08-01-2021,17.3,32.75,8.01,15.2,23.32,8.37,1.34,0.44,14.79,30.42,82.2,1.53,323.31,183.43
09-01-2021,14.3,30.82,8.02,15.29,23.25,8.4,1.63,0.48,14.85,30.28,82.2,1.74,325.07,165.42
10-01-2021,25.01,41.38,8.03,15.24,23.24,8.35,1.4,0.52,14.71,30.17,82.2,1.66,326.05,151.01
11-01-2021,40.39,71.6,7.97,15.17,23.31,8.5,1.28,0.68,14.98,29.84,82.2,1.35,327.31,106.44
12-01-2021,42.75,83.02,8.07,15.26,23.18,8.4,1.16,0.73,14.83,29.9,82.2,1.61,328.1,114.7
13-01-2021,38.96,79.9,8,15.2,23.29,8.48,2.18,0.75,14.41,29.87,82.2,1.8,328.18,111
14-01-2021,39.62,81.72,7.98,15.24,23.1,8.45,2.09,0.59,14.47,30.32,82.2,1.81,328.55,169.86
15-01-2021,30.73,58.17,8.02,15.29,23.22,8.46,1.72,0.53,14.67,30.21,82.2,1.65,329.15,155.63
16-01-2021,33.36,63.87,8.03,15.26,23.25,8.41,2.34,0.59,14.5,30.33,82.2,1.6,329.45,171.27
17-01-2021,42.1,69.3,7.91,15.23,23.27,8.41,1.67,0.57,14.41,30.36,82.2,1.76,329.7,175.76
18-01-2021,44.52,81.56,7.94,15.31,23.16,8.42,2.68,0.42,13.86,30.42,82.2,1.95,330.07,174.56
19-01-2021,42.62,83.9,8.05,15.27,23.22,8.48,2.53,0.62,13.83,30.495,82.2,1.82,330.96,172.04
20-01-2021,48.73,91.3,8.08,15.14,23.29,8.35,1.77,0.69,13.95,30.561,82.2,1.8,332.13,161.78
21-01-2021,61.92,110.51,7.99,15.31,23.22,8.39,2.25,0.61,14,30.28,82.2,1.75,333.37,167.54
22-01-2021,58.37,108.88,8,15.29,23.19,8.46,1.68,0.57,13.87,30.29,82.2,1.87,333.62,166.44
23-01-2021,53.66,100.64,7.96,15.2,23.28,8.45,2.08,0.7,13.87,30.3,74.06,1.73,332.17,168
24-01-2021,56.06,96.87,7.92,15.28,23.37,8.26,1.97,0.41,13.54,30.54,59.63,1.82,332.38,199.4
25-01-2021,66.91,107.61,8.03,15.29,23.13,8.51,2.39,0.77,13.79,30.18,62.84,1.73,333.12,154.88
26-01-2021,58.09,77.32,8.07,15.25,23.3,8.41,3.62,0.54,13.14,30.39,73.59,1.59,333.97,179.17
27-01-2021,57.85,84.25,8.03,15.37,23.14,8.36,4.18,0.55,12.71,30.35,71.96,1.76,329.58,173.88
28-01-2021,56.16,83.74,7.92,15.24,23.22,8.57,2.69,0.71,12.73,30.34,76.62,1.78,333.29,172.41
29-01-2021,60.28,91.85,7.96,15.26,23.33,8.51,2.89,0.65,12.6,30.37,72.04,1.8,338.22,176.2
30-01-2021,67.13,102.32,8.02,15.3,23.08,8.34,2.82,0.71,12.76,30.26,73.36,1.67,336.45,162.03
31-01-2021,64.6,93.81,8.05,15.16,23.29,8.43,2.89,0.54,13.3,30.32,78.63,1.83,338.31,170.13
01-02-2021,65.18,99.21,7.98,15.25,23.37,8.42,2.3,0.75,13.4,30.3,78.6,1.6,344.87,167
02-02-2021,50.46,77.75,8.04,15.17,23.25,8.32,2.8,0.54,13.41,30.37,78.6,1.63,341.84,176.88
03-02-2021,56.75,88.15,7.97,15.24,23.25,8.51,3.16,0.66,12.9,30.32,78.59,1.58,342.61,169.85
04-02-2021,62.38,96.83,7.99,15.2,23.34,8.43,3.4,0.8,12.66,30.33,66.89,1.55,342.58,170.94
05-02-2021,64.52,96.34,8.01,15.21,23.31,8.38,2.85,0.52,13.33,30.31,56.6,1.66,343.12,168.44
06-02-2021,65.48,101.74,7.96,15.36,23.2,8.38,2.96,0.74,13.09,30.31,56.57,1.45,338.69,167.48
07-02-2021,57.82,87.44,8.03,15.22,23.11,8.44,3.03,0.78,13.27,30.39,56.58,1.49,338.43,178.86
08-02-2021,56.59,103.43,8.03,15.13,23.22,8.4,2.64,0.58,11.72,30.4,56.58,1.49,339.79,180.6
09-02-2021,55.74,97.19,7.99,15.31,23.16,8.39,4.85,0.55,11.92,30.41,56.6,1.63,342.12,181.57
10-02-2021,61.37,97.46,8.01,15.21,23.14,8.4,3.98,0.49,12.28,30.39,56.56,1.39,337.08,179.83
11-02-2021,57.19,96.72,8.02,15.22,23.31,8.4,3.45,0.64,12.87,30.39,56.57,1.45,336.62,178.99
12-02-2021,58.12,84.9,8.01,15.23,23.27,8.37,3.39,0.67,12.73,30.39,56.56,1.4,338.64,179.91
13-02-2021,55.4,91.89,8.01,15.25,23.29,8.52,2.25,0.62,12.86,30.22,56.55,1.29,342.06,157.35
14-02-2021,58.6,106.2,8.04,15.28,23.25,8.35,1.55,0.61,13.88,30.18,56.55,1.3,338.58,151.61
15-02-2021,61.15,115.66,7.99,15.27,23.31,8.48,1.79,0.53,13.55,30.41,56.56,1.39,339.11,181.47
16-02-2021,55.82,113.43,7.96,15.27,23.26,8.44,2.61,0.57,13.18,30.39,56.57,1.41,340.3,175.55
17-02-2021,51.09,104.8,7.91,15.26,23.31,8.33,2.33,0.73,13.67,30.32,56.56,1.35,252.21,170.68
18-02-2021,44.81,92.91,7.95,15.25,23.11,8.4,1.95,0.61,14.01,30.46,56.54,1.24,341.5,188.16
19-02-2021,43.41,95.368,7.98,15.28,23.32,8.35,3.3,0.57,13.81,30.34,56.54,1.26,343.13,172.67
20-02-2021,46.35,91.624,8,15.2,23.39,8.32,3.02,0.57,12.28,30.36,56.56,1.37,340.67,175.21
21-02-2021,38.01,87.88,7.95,15.21,23.3,8.44,1.77,0.4,13.33,30.28,56.55,1.33,342.22,167.3
22-02-2021,23.85,71.222,8.02,15.15,23.23,8.37,2.32,0.52,13.43,30.26,56.55,1.31,344.88,162.07
23-02-2021,27.18,76.381,7.99,15.24,23.11,8.43,2.08,0.55,13.54,30.39,56.54,1.28,341.85,179
24-02-2021,38.64,79.05,7.98,15.2,23.35,8.43,2.51,0.67,13.62,30.24,56.54,1.24,333.52,159.61
25-02-2021,38.85,75.02,8,15.32,23.27,8.44,1.83,0.51,14.08,30.3,56.56,1.34,338.77,167.35
26-02-2021,54.72,99.95,8.03,15.28,23.37,8.41,1.14,0.57,14.44,30.3,56.55,1.34,341.01,167.88
27-02-2021,67.83,125.83,8.05,15.28,23.28,8.48,1.77,0.53,14.56,30.34,56.54,1.26,341.03,174.36
28-02-2021,43.57,79.44,7.96,15.27,23.21,8.43,1.38,0.39,15.16,30.31,56.54,1.22,343.02,168.29
01-03-2021,53.76,104.07,7.98,15.26,23.25,8.49,0.84,0.59,15.36,30.21,56.54,1.24,342.61,155.22
02-03-2021,49.66,94.84,8.03,15.16,23.34,8.4,1.45,0.33,15.58,30.32,56.55,1.3,340.15,170.51
03-03-2021,57.1,104.95,8.03,15.25,23.1,8.44,1.39,0.38,15.6,30.36,56.54,1.27,337.82,174.85
04-03-2021,58.92,113.21,7.96,15.35,23.07,8.46,4.66,0.58,16.63,30.34,56.54,1.25,344.39,172.86
05-03-2021,58.72,120.13,8.04,15.27,23.21,8.42,2.78,0.46,16.54,30.38,56.55,1.3,343.92,177.39
06-03-2021,59.71,113.51,7.98,15.29,23.35,8.42,2,0.65,16.42,30.39,56.57,1.41,344.84,179.28
07-03-2021,49.39,93.55,8,15.28,23.21,8.44,1.18,0.53,15.47,30.35,56.57,1.47,343.3,174.36
08-03-2021,55.03,107.76,8.01,15.26,23.27,8.46,1.49,0.51,15.85,30.4,56.54,1.27,343.11,181.16
09-03-2021,58.55,110.87,8.04,15.24,23.38,8.42,1.69,0.52,16.11,30.41,56.55,1.31,340.72,182.08
10-03-2021,53.07,106.91,8.06,15.22,23.28,8.47,1.51,0.52,15.96,30.4,56.58,1.53,339.96,180.48
11-03-2021,35.66,65.26,7.94,15.19,23.13,8.53,1.89,0.62,14.23,29.69,56.56,1.39,342.98,88.87
12-03-2021,51.22,72.6,7.95,15.25,23.23,8.47,1.86,0.66,12.39,30.1,56.56,1.37,334.33,140.84
13-03-2021,39.02,100.86,7.99,15.19,23.35,8.41,0.96,0.63,16.28,30.32,56.59,1.59,307.08,169.93
14-03-2021,40.07,114.52,7.98,15.22,23.26,8.34,1.52,0.56,21.84,30.31,56.6,1.66,307.08,169.56
15-03-2021,37.82,107.51,8.03,15.22,23.22,8.42,1.25,0.57,18.54,30.08,56.61,1.7,307.09,139.04
