Date,PM10,PM2.5,SO2,CO,NO,NO2,NOX,NH3,O3,WS,WD,TC,HR,SR
08-03-2022,54.87,32.24,1.56,0.84,8.78,14,22.01,9.64,21.01,3.33,243.75,27.5,52.5,194
09-03-2022,53.65,33.75,1.79,0.8,8.75,14.08,21.98,9.66,20.51,3.45,244.41,27.36,52.36,176.15
10-03-2022,55.25,36.19,1.55,0.95,8.67,14,21.99,9.58,20.11,3.35,243.83,27.46,52.46,188.15
11-03-2022,64.77,44.33,1.87,0.93,8.76,14,21.98,9.64,19.61,3.33,243.67,27.43,52.43,185.18
12-03-2022,70.81,46.16,1.35,0.92,8.77,13.98,22,9.61,19.01,3.26,243.31,27.47,52.47,189.5
13-03-2022,84.03,59.25,2.81,0.9,8.75,14.03,21.98,9.65,23.15,3.4,244.09,27.44,52.44,186.3
14-03-2022,88.82,62.78,1.97,0.98,8.78,13.96,21.95,9.64,22.64,3.29,244.1,27.32,52.32,170.22
15-03-2022,69.06,45.23,2.36,0.89,8.76,14,21.87,9.71,21.02,3.35,243.77,27.35,52.35,174.06
16-03-2022,68.61,42.82,1.51,0.93,8.79,13.98,22.12,9.63,22.57,3.39,244.05,27.33,52.33,171.44
17-03-2022,69.58,41.22,2.23,0.99,8.8,14,22.02,9.63,21.69,3.15,242.56,27.22,52.22,157.11
18-03-2022,69.81,39.72,2.18,1.01,8.77,13.88,22.08,9.65,20.39,3.28,243.31,27.43,52.43,185.18
19-03-2022,74.62,37.62,1.53,1.05,8.81,13.99,22.11,9.71,19.23,3.18,242.77,27.36,52.36,174.97
20-03-2022,47.47,29.08,1.32,0.97,8.75,14.11,21.98,9.71,20.19,3.09,242.23,27.13,52.12,105.81
21-03-2022,60.76,33.05,1.27,1.25,8.82,14,21.88,9.7,17.1,3.31,243.53,27.59,52.59,205.81
22-03-2022,59.01,32.72,1.7,0.96,8.76,14.04,21.98,9.68,17.56,3.65,245.6,27.58,52.58,204
23-03-2022,89.12,36.16,1.28,1.09,8.75,14.05,22,9.62,20.63,3.55,245.04,27.57,52.57,202.88
24-03-2022,44.71,23.94,1.82,1,8.77,14.01,21.98,9.65,20.1,3.3,243.56,27.49,52.49,192.75
25-03-2022,51.57,27.25,1.28,0.97,8.75,14,22.02,9.63,18.76,3.26,243.31,27.5,52.49,192.79
26-03-2022,52.91,24.61,1.41,0.83,8.77,14,22.02,9.67,17.14,3.7,245.93,27.62,52.62,210.1
27-03-2022,63,31.91,2.51,0.81,8.77,14.03,21.96,9.67,18.14,3.71,245.93,27.64,52.64,212.12
28-03-2022,52.41,25.75,2.19,0.88,8.77,14.02,22.05,9.64,19.46,3.66,245.58,27.58,52.58,205.04
29-03-2022,56.96,27.63,1.84,1.03,8.79,14.01,21.99,9.61,20.58,3.34,243.65,27.58,52.58,204.46
30-03-2022,72.4,36.04,1.61,0.81,8.72,14.06,21.98,9.69,18.89,3.47,244.52,27.61,52.61,208.74
31-03-2022,55.25,27.51,1.69,0.79,8.83,14.02,21.96,9.62,18.63,3.28,243.41,27.46,52.46,188.37
01-04-2022,75.04,37.1,1.66,0.83,8.75,13.97,22.04,9.65,18.07,2.58,239.53,27.41,52.41,182.51
02-04-2022,49.45,26.61,1.38,1,8.79,14.05,22.02,9.66,18.89,2.6,239.69,27.57,52.57,202.91
03-04-2022,55.6,28.49,1.42,0.83,8.82,13.96,22,9.71,17.9,2.65,240,27.54,52.57,200.41
04-04-2022,59.02,29.41,1.84,0.98,8.77,13.95,21.96,9.69,17.62,2.57,239.42,27.51,52.51,195.7
05-04-2022,106.79,48.66,1.48,0.87,8.71,13.99,21.99,9.66,18.1,2.81,240.9,27.5,52.5,194.43
06-04-2022,92.49,47.07,1.77,0.99,8.68,14.04,21.95,9.65,18.33,2.76,240.58,27.39,52.39,179.48
07-04-2022,56.71,26.78,1.67,0.96,8.85,14.01,22.04,9.7,18.1,2.9,241.35,27.6,52.6,201.13
08-04-2022,58.62,30.76,1.78,0.96,8.76,14.02,21.97,9.64,18.61,2.69,240.2,27.52,52.52,197.25
09-04-2022,21.12,6.57,1.89,0.97,8.72,14.03,21.98,9.63,18.42,2.78,240.71,27.42,52.42,183.07
10-04-2022,28.89,9.66,1.94,0.75,8.73,14.01,22.01,9.64,18.76,2.85,241,27.6,52.6,207.52
11-04-2022,53.91,29.46,1.59,0.93,8.78,13.98,22,9.68,18.41,2.85,240.98,27.37,52.37,176.22
12-04-2022,56.7,26.31,1.33,0.88,8.76,13.97,22,9.65,18.06,2.33,237.98,27.14,52.15,146.68
13-04-2022,53.42,14.82,1.31,1.08,8.72,14.07,22.04,9.64,16.07,2.31,237.87,26.85,51.84,108.1
14-04-2022,21.22,3.33,1.96,0.83,8.73,14.01,22.04,9.63,17.98,2.71,240.24,27.35,52.35,173.62
15-04-2022,52.11,31.545,1.51,0.8,8.79,14.01,22.03,9.67,17.6,2.7,240.09,27.33,52.33,172.92
16-04-2022,40.94,31.61,1.793333333,0.623333333,8.816666667,13.97,22.02666667,9.676666667,18.74666667,2.963333333,241.62,27.65666667,52.66333333,216.3666667
17-04-2022,40.285,31.675,1.893333333,0.483333333,8.851666667,13.94,22.02166667,9.691666667,19.51166667,3.158333333,242.73,27.89666667,52.90833333,248.7766667
18-04-2022,43.97,31.61,1.58,0.78,8.78,13.96,22,9.65,17.96,3.66,245.83,27.92,52.92,249.3
19-04-2022,64.85,31.98,1.92,0.89,8.75,14.03,22.04,9.7,18.61,3.5,244.81,27.21,52.21,155.92
20-04-2022,80.88,31.88,1.86,0.83,8.69,13.99,21.99,9.61,19.2,2.94,241.53,27.44,52.44,185.47
21-04-2022,75.75,31.91,1.93,0.91,8.71,13.95,21.98,9.66,19.64,2.94,241.41,27.52,52.52,195.98
22-04-2022,76.26,31.97,1.89,0.9,8.73,14.09,21.96,9.67,18.32,3.14,242.71,27.41,52.41,183.1
23-04-2022,47.25,31.93,1.49,0.72,8.72,14.03,21.99,9.71,20.07,2.84,240.99,27.31,52.31,169.48
24-04-2022,40.98,31.88,2.01,0.81,8.72,13.99,21.92,9.67,19.66,3.08,242.57,27.27,52.27,163.24
25-04-2022,51.26,31.97,1.96,0.81,8.74,14.01,22,9.68,18.1,3.05,242.11,27.38,52.38,178.64
26-04-2022,69.09,31.96,1.75,0.89,8.73,14.03,22.01,9.57,19.06,3.5,244.68,27.46,52.46,188.62
27-04-2022,76.98,32.12,2.46,0.92,8.81,14.04,22.02,9.6,20,3.08,242.2,27.41,52.41,181.82
28-04-2022,73.81,31.87,1.81,0.95,8.68,13.99,22,9.65,19.3,3.24,243.25,27.35,52.35,174.65
29-04-2022,70.61,31.94,1.33,0.96,8.72,14.02,22.03,9.61,18.52,3.86,246.79,27.37,52.37,178.12
30-04-2022,55.06,31.96,1.15,0.9,8.73,14.02,22.02,9.69,20.06,3.86,246.82,27.4,52.4,180.42
01-05-2022,52.17,31.96,1.42,1.1,8.73,13.99,22.03,9.63,21.84,3.5,244.75,27.35,52.35,174.22
02-05-2022,61.21,32.02,1.73,0.98,8.76,13.96,21.98,9.66,19.03,3.9,247.02,27.51,52.51,191.62
03-05-2022,59.9,32.01,1.29,0.86,8.76,13.95,22.01,9.63,18.04,3.79,246.38,27.47,52.48,191.78
04-05-2022,54.27,32,1.1,0.9,8.75,13.96,22.04,9.68,20.78,3.64,245.5,27.39,52.39,179.25
05-05-2022,63.18,31.87,1.37,0.64,8.69,14.04,22.03,9.65,19.19,2.87,241.24,27.21,52.21,155.27
06-05-2022,69.87,32.11,1.84,0.94,8.8,13.99,21.99,9.62,18.6,2.98,241.74,27.09,52.09,139.36
07-05-2022,100.12,31.84,1.79,0.85,8.67,13.96,21.98,9.66,17.08,2.77,240.65,27.62,52.61,208.05
08-05-2022,108.96,31.98,1.08,1.09,8.74,13.98,21.96,9.63,16.57,2.6,239.78,28.1,53.1,272.68
09-05-2022,99.73,31.88,1.77,0.87,8.69,13.99,22.04,9.71,17.49,2.79,241.04,27.16,52.16,148.65
10-05-2022,83.51,31.91,1.67,0.98,8.73,13.99,22.06,9.58,17.91,2.3,238.17,27.1,52.1,141.77
11-05-2022,67.1,32.05,1.97,1.21,8.76,14.05,21.95,9.62,16.58,1.66,234.28,26.82,51.82,103.59
12-05-2022,46.13,31.91,1.58,1.16,8.72,14.03,21.99,9.68,16.08,1.53,233.55,26.91,51.91,116.1
13-05-2022,71.93,25.01,1.98,1.13,8.73,13.96,21.98,9.64,16.48,1.6,234.02,27.11,52.1,142.06
14-05-2022,69.29,28.56,1.62,0.88,8.77,14.04,22.05,9.63,16.23,1.6,234.01,27.02,52.02,130.68
15-05-2022,81.46,30.82,1.95,0.82,8.66,13.95,21.98,9.66,15.88,1.93,235.98,26.9,51.9,115.07
16-05-2022,80.41,32.46,2.38,1.03,8.69,14.01,21.93,9.69,15.54,1.52,233.46,26.81,51.81,102.87
17-05-2022,71.06,33.88,1.98,1.04,8.71,14.06,22.05,9.7,16.99,1.64,234.18,26.97,51.97,124.54
18-05-2022,62.79,30.9,1.89,0.71,8.68,13.96,22.07,9.67,19.16,2.17,237.38,26.91,51.91,116.39
19-05-2022,97.71,29.93,1.79,0.96,8.71,14.04,22.02,9.66,17.91,2.26,238.01,26.99,51.99,127.09
20-05-2022,67.47,29.9,1.36,0.92,8.74,14.01,22,9.61,15.66,1.64,234.28,27.42,52.42,183.1
21-05-2022,64.57,29.97,1.83,0.69,8.74,14.05,21.92,9.7,15.9,1.63,234.13,27.63,52.63,211.65
22-05-2022,38.47,29.79,0.79,0.4,8.67,14.02,21.98,9.59,15.43,1.53,233.59,26.84,51.84,106.21
23-05-2022,43.68,29.93,0.3,0.34,8.69,14.07,21.98,9.63,15.02,1.54,233.6,27.71,52.71,221.19
24-05-2022,58.63,30.03,0.25,0.47,8.78,13.95,22.03,9.66,15.01,2.03,236.45,27.76,52.76,228.27
25-05-2022,75.9,30.02,0.77,0.46,8.76,14.08,21.94,9.66,15.52,2.24,237.8,27.62,52.62,210.08
26-05-2022,78.69,29.95,0.83,0.3,8.73,14,22.06,9.68,15.83,2.12,237.15,27.52,52.52,196.37
27-05-2022,58.31,31.25,0.59,0.35,8.79,13.97,22.01,9.78,15.71,1.97,236.18,27.33,52.33,172.1
28-05-2022,57.04,32.1,0.5,0.51,8.78,13.96,22.02,9.55,15.87,1.8,235.02,27.72,52.72,222.4
29-05-2022,51.08,32.08,0.5,0.9,8.8,14.03,22.04,9.65,16.72,1.98,236.25,27.54,52.54,199.53
30-05-2022,69.34,32.06,0.17,0.18,8.78,13.94,22.03,9.7,15.72,2.29,237.99,27.64,52.66,210.96
31-05-2022,61.48,31.84,0.51,0.49,8.67,13.99,22.05,9.67,16.38,1.93,235.98,27.3,52.3,167.58
01-06-2022,48.77,32.04,0.53,0.43,8.77,14.01,22,9.6,16.73,1.82,235.26,27.59,52.59,205.89
02-06-2022,57.23,31.97,0.39,0.4,8.73,14,22.05,9.68,16.42,2.1,236.82,27.6,52.6,207.59
03-06-2022,60.79,32.1,0.29,0.38,8.8,14.06,22.01,9.64,16.61,2.03,236.52,27.57,52.57,203.47
04-06-2022,79.16,31.99,0.73,0.27,8.75,13.98,22,9.74,16.77,2.22,237.56,27.74,52.74,225.92
05-06-2022,97.53,31.88,1.17,0.16,8.7,13.9,21.99,9.84,16.93,2.41,238.6,27.91,52.91,248.37
06-06-2022,57.72,31.79,0.26,0.47,8.65,14.09,22.05,9.54,17.56,1.65,234.18,26.96,51.96,122.28
07-06-2022,49.65,32.1,0.52,0.41,8.8,13.93,22,9.63,16.28,1.64,234.2,27.18,52.18,152.55
08-06-2022,43.8,31.97,0.37,0.31,8.74,14.08,21.99,9.67,16.63,2.02,236.37,27.66,52.66,215.65
09-06-2022,48.77,32.03,0.38,0.38,8.75,14,22.02,9.64,16.52,1.98,236.16,27.68,52.67,215.9
10-06-2022,51.12,32.03,0.4,0.44,8.76,14.12,21.96,9.62,15.38,1.68,234.51,27.39,52.39,179.37
11-06-2022,44.06,31.87,0.85,0.18,8.71,13.97,22.07,9.56,15.95,1.79,235.16,27.33,52.33,170.87
12-06-2022,44.43,31.99,0.41,0.26,8.78,13.91,21.99,9.69,15.77,1.72,234.85,26.84,51.84,106.59
13-06-2022,48.74,31.95,0.49,0.27,8.73,14.03,22.01,9.65,15.97,1.71,234.63,26.2,51.2,59.15
14-06-2022,45.84,32.04,0.39,0.32,8.76,13.96,22.04,9.7,15.88,1.85,235.45,27.52,52.52,196.77
15-06-2022,46.41,32.12,0.37,0.23,8.82,13.96,21.99,9.63,15.49,1.82,235.27,26.88,51.88,112.84
16-06-2022,46.8,32.1,0.63,0.18,8.8,14.06,22,9.64,16.06,2.17,237.34,27.05,52.05,135.26
17-06-2022,47.16,32.01,0.39,0.33,8.76,13.98,22.05,9.65,15.52,2.15,237.24,26.46,51.46,84.49
18-06-2022,49.12,31.92,0.34,0.31,8.72,14.01,22.04,9.6,15.63,1.69,234.47,26.04,51.04,54.35
19-06-2022,45.68,31.94,0.45,0.18,8.72,13.93,21.96,9.64,16.47,1.83,235.35,26.21,51.21,57.41
20-06-2022,53.2,32.14,1.11,0.21,8.82,13.92,21.99,9.7,15.25,1.83,235.32,26.75,51.75,113.88
21-06-2022,53.51,32.07,0.63,0.36,8.69,13.99,22.08,9.57,15.48,1.5,233.4,26.49,51.49,69.01
22-06-2022,55.94,32.03,0.31,0.3,8.75,13.94,22.03,9.61,15.75,1.53,233.63,26.11,51.11,43.64
23-06-2022,51.19,31.95,0.46,0.33,8.73,14,22,9.56,15.82,1.51,233.49,26.69,51.69,105.4
24-06-2022,50.9,32.01,0.77,0.28,8.76,13.96,22,9.64,16.38,1.7,234.65,26.46,51.46,84.66
25-06-2022,60.31,31.89,0.27,0.38,8.7,14.07,21.96,9.67,16.02,1.52,233.53,26.27,51.27,56.13
26-06-2022,71.65,31.99,0.46,0.18,8.74,13.88,22.01,9.63,17.65,2.01,236.67,26.89,51.89,142.38
27-06-2022,61.65,31.94,0.43,0.27,8.72,14,22.06,9.65,16.31,1.88,235.79,25.99,50.99,40.96
28-06-2022,56.14,32.16,0.31,0.25,8.83,14.08,21.95,9.61,16.59,2.05,236.69,26.04,51.04,41.55
29-06-2022,51.83,32.11,0.68,0.33,8.8,14,21.95,9.65,16.69,1.96,236.11,26.49,51.49,60.81
30-06-2022,55.66,32.11,0.31,0.16,8.81,14,21.99,9.64,16.03,1.77,235.11,26.54,51.54,71.33
01-07-2022,54.72,32.19,0.48,0.24,8.85,13.94,22.08,9.59,15.76,1.72,234.67,26.47,51.47,68.03
02-07-2022,68.81,31.8,0.46,0.23,8.65,14.09,22.01,9.7,15.63,2.03,236.59,26.37,51.37,69.32
03-07-2022,50.88,32.06,0.59,0.2,8.78,13.91,22.05,9.6,16.57,2.04,236.72,26.28,51.28,69.86
04-07-2022,54.06,32.11,0.78,0.27,8.81,14.03,21.98,9.7,17.07,1.98,236.38,26.58,51.58,76.4
05-07-2022,53.77,32.03,0.67,0.21,8.77,14.01,22.01,9.62,17.1,2.04,236.81,26.82,51.82,103.91
06-07-2022,64.41,32,0.15,0.23,8.75,14.07,21.98,9.7,15.83,1.57,234,26.82,51.82,105.79
07-07-2022,55.08,32.07,0.35,0.26,8.79,14.03,22.09,9.66,16.15,1.81,235.36,26.75,51.75,94.51
08-07-2022,51.71,32.04,0.32,0.36,8.77,14,21.94,9.61,16.22,1.68,234.5,26.95,51.95,121.7
09-07-2022,46.76,31.98,0.35,0.19,8.74,13.97,22.04,9.61,16.98,2.01,236.57,26.94,51.94,119.54
10-07-2022,42.86333333,31.94,0.34,0.2,8.716666667,13.94,21.97333333,9.576666667,17.28,2.033333333,236.6866667,27.07,52.07,136.9466667
11-07-2022,63.9,32.1,0.49,0.49,8.8,13.96,21.95,9.69,15.7,1.63,234.09,26.71,51.71,99.57
12-07-2022,55.84,31.98,0.28,0.18,8.74,14.01,22.01,9.68,16.08,1.69,234.51,26.71,51.71,97.3
13-07-2022,55.27,31.98,0.6,0.25,8.74,13.98,21.97,9.58,16.51,2.1,237.09,26.55,51.55,77.61
14-07-2022,53.32,32.1,0.5,0.17,8.8,13.99,21.96,9.68,16.82,1.98,236.49,26.71,51.71,93.15
15-07-2022,57.99,31.99,1.34,0.33,8.73,14.02,21.91,9.55,16.39,1.69,234.56,26.98,51.93,118.94
16-07-2022,52.96,32.06,0.73,0.4,8.76,14.09,22.01,9.6,15.41,1.67,234.59,26.89,51.89,115.7
17-07-2022,42.15,31.9,0.86,0.3,8.7,14.06,22.02,9.6,16.03,1.6,234.05,26.78,51.78,105.4
18-07-2022,60.66,31.91,0.7,0.44,8.71,14.02,22.03,9.65,15.85,1.76,234.94,26.82,51.82,105.59
19-07-2022,43.22,31.84,0.59,0.32,8.69,14.02,21.92,9.72,16.55,1.99,236.26,27.78,52.78,233.92
20-07-2022,60.11,31.97,0.25,0.24,8.74,13.98,22.05,9.66,16.91,2.58,239.69,27.71,52.71,222.37
21-07-2022,53.41,32.06,0.61,0.25,8.79,14.04,21.98,9.6,17.12,2.67,240.22,27.71,52.71,222
22-07-2022,64.39,31.97,0.44,0.23,8.74,13.95,22.05,9.66,15.96,1.89,235.63,27.22,52.22,156.99
23-07-2022,61.43,32,0.35,0.17,8.75,14.05,22.03,9.6,15.67,1.68,234.39,27.3,52.3,167.42
24-07-2022,46.44,31.9,0.72,0.27,8.7,13.95,22.02,9.66,16.42,2.06,236.62,27.49,52.49,195.6
25-07-2022,50.57,32.03,0.79,0.3,8.76,14.05,22.02,9.65,15.98,2.07,236.68,27.62,52.62,209.42
26-07-2022,56.62,31.81,0.24,0.1,8.65,14,21.9,9.63,15.81,2.13,237.05,27.62,52.62,209.98
27-07-2022,59.54,32.09,0.49,0.23,8.79,14.06,21.95,9.59,15.97,2.28,237.98,27.75,52.75,227.4
28-07-2022,49.46,32.07,0.62,0.26,8.78,14,22.01,9.6,16.54,2.08,236.81,28.1,53.1,273.01
29-07-2022,61.16,32.02,0.42,0.21,8.76,14.03,21.98,9.67,16.34,2.13,237.04,27.81,52.81,234.66
30-07-2022,50.03,32.02,0.86,0.23,8.76,14.03,21.99,9.67,18.77,2.33,238.29,27.78,52.78,231.25
31-07-2022,48.34,32.05,0.41,0.2,8.78,13.98,21.98,9.67,17.15,2.06,236.7,27.14,52.14,147.18
01-08-2022,48.07,32.02,0.45,0.19,8.76,13.99,21.99,9.69,16.24,2.51,239.39,26.91,51.91,116.89
02-08-2022,39.72,32,0.63,0.24,8.76,13.98,21.99,9.62,16.4,2.24,237.73,26.73,51.73,92.04
03-08-2022,44.22,32.01,0.43,0.25,8.74,14.09,22.05,9.62,16.04,2.31,238.12,26.64,51.64,82.54
04-08-2022,40.76,31.89,0.59,0.25,8.71,13.98,22.06,9.67,17.57,2.4,238.71,26.64,51.64,84.44
05-08-2022,45.89,32.12,0.45,0.36,8.81,14,21.97,9.66,16.93,1.79,235.27,26.99,51.99,126.37
06-08-2022,48.97,31.81,0.49,0.35,8.72,14.03,22.02,9.66,16.11,1.61,234.05,26.97,51.97,128.18
07-08-2022,51.18,31.99,0.44,0.22,8.75,13.97,21.99,9.62,17.13,1.72,234.69,26.98,51.98,122.38
08-08-2022,59.09,31.99,0.67,0.2,8.75,13.96,22.01,9.7,16.68,1.89,235.75,27.11,52.14,143.68
09-08-2022,62.28,31.98,0.37,0.22,8.74,14,21.95,9.71,17.15,1.7,234.58,26.65,51.65,84.14
10-08-2022,61.29,32.07,0.33,0.31,8.78,14.04,22.03,9.62,16.61,1.77,235,27.63,52.63,213.43
11-08-2022,48.74,32,0.8,0.35,8.82,13.99,22.09,9.61,16.47,1.97,236.28,27.12,52.12,133.96
12-08-2022,54.43,32.09,0.34,0.43,8.79,13.97,22.01,9.74,15.44,1.63,234.2,27.6,52.59,211.52
13-08-2022,57.81,31.9,0.5,0.35,8.7,14.03,22.01,9.64,15.59,1.99,236.27,27.61,52.61,206.72
14-08-2022,46.51,32.08,0.48,0.16,8.79,14.08,22.05,9.63,14.75,1.74,234.81,26.93,51.93,118.57
15-08-2022,51.045,32.03,0.33,0.16,8.73,14.1,22.01,9.645,14.31,1.75,234.805,27.175,52.175,154.95
16-08-2022,58.18,32.04,0.75,0.24,8.77,13.92,21.92,9.64,17.09,3.08,242.67,28.24,53.24,291.53
17-08-2022,52.9,32.07,0.51,0.2,8.78,14.04,22.04,9.63,16.97,2.55,239.56,27.66,52.66,215.38
18-08-2022,50.92,32.08,0.34,0.19,8.79,14.02,21.95,9.62,16.89,2.69,240.41,27.6,52.6,207.2
19-08-2022,47.8,32.19,0.7,0.28,8.86,14.03,22.02,9.63,16.75,2.6,239.99,27.52,52.52,126.23
20-08-2022,55.81,32.05,0.5,0.25,8.78,13.99,22,9.55,16.54,2.25,237.81,27.25,52.25,109.81
21-08-2022,51.67,32.04,0.64,0.23,8.78,13.96,22.02,9.64,16.7,1.86,235.45,27.29,52.26,117.41
22-08-2022,42.71,32.02,0.48,0.22,8.78,13.95,22.03,9.61,15.6,1.85,235.48,26.81,51.81,57.99
23-08-2022,43.39,32.16,0.67,0.2,8.85,13.98,22,9.75,15.91,1.37,232.6,26.9,51.9,64.74
24-08-2022,37.78,32.09,0.68,0.3,8.8,13.93,22.05,9.66,15.84,1.74,234.84,26.85,51.85,65.88
25-08-2022,45.91,32.1,0.31,0.27,8.79,14,22.04,9.59,15.68,2.27,237.85,27.47,52.23,166.43
26-08-2022,56.18,32.14,0.77,0.22,8.82,14.06,21.96,9.6,15.13,2.07,236.69,27.27,52.26,166.38
27-08-2022,58.29,32.3,0.76,0.25,8.9,14.05,22.06,9.63,15.61,2.38,238.08,27.39,52.39,179.43
28-08-2022,56.5,32.11,0.29,0.22,8.81,14.06,22.01,9.64,15.99,2.3,238.05,27.45,52.45,200.35
29-08-2022,65.6,32.05,0.81,0.15,8.78,14.04,22.02,9.66,16.06,2.35,238.38,27.58,52.58,161.31
30-08-2022,62.16,31.93,0.5,0.15,8.71,14,22.06,9.65,16.84,2.56,239.64,27.76,52.76,191.08
31-08-2022,52.15,31.94,1.16,0.14,8.72,14.06,21.95,9.7,17.21,1.66,234.43,26.6,51.6,19.82
01-09-2022,55.96,31.96,1.13,0.35,8.73,14.12,21.99,9.58,19.49,1.51,233.36,27.87,52.87,400.74
02-09-2022,37.48,31.79,0.81,0.24,8.64,14.02,22.01,9.64,17.28,1.63,234.4,27.28,52.28,196.45
03-09-2022,53.32,31.93,0.12,0.08,8.72,14,22.05,9.6,31.15,1.8,235.17,28.17,52.84,446
04-09-2022,46.13857143,32.01,0.683571429,0.170714286,8.76,14.07,21.97,9.6,25.44785714,1.59,233.89,27.57,52.57,285.34
05-09-2022,44.12880952,31.9,0.68047619,0.164761905,8.68,13.98,21.98,9.5,26.94654762,2.57,239.99,28.02,53.02,293.87
06-09-2022,42.11904762,31.99,0.677380952,0.158809524,8.76,14.09,21.91,9.65,28.4452381,2.12,237.14,26.86,51.86,59.77
07-09-2022,40.10928571,32.33,0.674285714,0.152857143,8.91,13.91,22.07,9.6,29.94392857,2,236.47,26.6,51.6,53.98
08-09-2022,38.09952381,32.16,0.671190476,0.146904762,8.83,13.95,22.02,9.58,31.44261905,1.66,234.23,26.45,51.45,4.88
09-09-2022,36.0897619,31.78,0.668095238,0.140952381,8.64,13.99,22.05,9.63,32.94130952,1.7,234.59,26.75,51.75,82.19
10-09-2022,87.098,31.91,0.665,0.135,8.72,14.02,21.93,9.73,34.44,2.24,237.86,27.52,52.52,151.62
11-09-2022,83.99933333,32.06,0.661904762,0.129047619,8.78,13.99,21.98,9.64,35.93869048,2.07,236.94,27.08,52.08,94.45
12-09-2022,80.90066667,32.32,0.658809524,0.123095238,8.91,13.96,21.92,9.68,37.43738095,2.16,237.42,26.69,51.69,54.59
13-09-2022,77.802,31.85,0.992,-0.012,8.68,14.01,22.06,9.74,16.044,1.72,234.72,26.97,51.97,172.22
14-09-2022,74.70333333,31.8,1.004,0.022,8.71,13.9,22.05,9.69,16.591,1.71,234.67,27.54,52.54,284.99
15-09-2022,71.60466667,31.97,1.016,0.056,8.76,13.98,21.95,9.55,17.138,1.8,235.17,26.9,51.9,78.73
16-09-2022,97.08,28.64,1.028,0.09,7.87,13.55,21.08,8.17,17.685,1.71,234.72,26.85,51.85,82.99
17-09-2022,65.23,32.05,0.74,0.07,5.68,12.7,18.67,4.35,17.89,2.07,236.81,27.37,52.37,196.27
18-09-2022,46.06,38.45,1.4,0.12,5.69,12.66,18.74,4.34,18.88,1.93,235.93,27.28,52.28,250.56
19-09-2022,47.72,38.47,1.26,0.37,5.71,12.72,18.78,4.33,19.84,1.89,235.72,27.4,52.4,164.97
20-09-2022,47.13,38.42,0.84,0.2,5.68,12.74,18.73,4.33,19.91,1.71,234.58,27.17,52.17,164.36
21-09-2022,45.46,38.38,1.08,0.2,5.71,12.73,18.66,4.32,20.11,1.8,235.08,27.34,52.34,261.14
22-09-2022,47.8,38.59,0.75,0.31,5.72,12.7,18.72,4.3,20.625,1.79,235.12,27.32,52.32,251.98
23-09-2022,45.73,38.31,1.22,0.21,5.71,12.7,18.75,4.33,21.001,1.83,235.34,27.38,52.37,254.87
24-09-2022,54.28,38.82,0.79,0.28,5.7,12.71,18.69,4.34,20.56,2.28,237.97,26.79,51.79,128.36
25-09-2022,49.13,38.78,1.29,0.23,5.72,12.73,18.72,4.35,21.56,2.48,239.15,27.45,52.45,265.62
26-09-2022,47.84,38.74,1.07,0.44,5.71,12.76,18.77,4.32,26.68,2.68,240.22,27.34,52.34,164.09
27-09-2022,59.29,38.32,0.54,0.23,5.66,12.74,18.75,4.35,27.33,2.55,239.53,27.28,52.28,263.91
28-09-2022,57.58,38.71,0.62,0.37,5.71,12.68,18.69,4.34,24.87,2.3,238.03,27.26,52.26,246.7
29-09-2022,66.66,38.82,0.78,0.29,5.72,12.75,18.74,4.34,23.46,2.24,237.63,27.29,52.29,224.49
30-09-2022,66.69,38.83,0.87,0.32,5.73,12.67,18.73,4.33,13.52,1.93,235.83,27.17,52.17,174.33
01-10-2022,65.99,38.42,1.06,0.27,5.67,12.79,18.72,4.33,13.42,2.08,236.87,26.91,51.91,150.12
02-10-2022,66.25,38.57,1.07,0.29,5.69,12.85,18.7,4.34,13.48,2.1,236.84,27.37,52.37,217.68
03-10-2022,66.54,38.75,1.07,0.34,5.71,12.66,18.68,4.32,13.55,2.12,236.88,27.07,52.08,133.67
04-10-2022,66.79,38.94,1.08,0.43,5.74,12.81,18.83,4.32,13.63,2.75,240.73,27.3,52.3,208.99
05-10-2022,66.12,38.5,1.07,0.22,5.68,12.84,18.81,4.33,13.45,2.79,240.91,27.26,52.26,180.3
06-10-2022,66.22,38.55,1.07,0.36,5.69,12.69,18.74,4.34,13.48,2.03,236.44,26.87,51.87,117.75
07-10-2022,66.33,38.62,1.07,0.35,5.7,12.72,18.7,4.33,13.5,1.79,234.98,27.31,52.31,288.19
08-10-2022,66.24,38.59,1.07,0.44,5.69,12.71,18.7,4.32,13.48,2.2,237.42,27.3,52.3,278.48
09-10-2022,66.64,38.81,1.07,0.33,5.72,12.71,18.7,4.34,13.58,2.25,237.7,27.38,52.38,237.55
10-10-2022,66.16,38.52,1.07,0.5,5.69,12.8,18.7,4.32,13.46,1.99,236.16,26.95,51.95,107
11-10-2022,65.93,38.41,1.06,0.4,5.67,12.65,18.76,4.32,13.41,1.77,234.87,26.98,51.98,122.85
12-10-2022,66.42,38.68,1.07,0.47,5.71,12.74,18.78,4.31,13.53,1.98,236.15,27.1,52.1,281.27
13-10-2022,65.94,38.38,1.06,0.31,5.67,12.7,18.7,4.34,13.41,2.23,237.61,27.44,52.44,361.89
14-10-2022,66.13,38.5,1.07,0.45,5.68,12.76,18.73,4.36,13.45,1.79,235.09,27.07,52.07,318.77
