Date,PM10,PM2.5,SO2,CO,NO,NO2,NOX,NH3,O3,WS,WD,TC,HR,SR
12-04-2023,77.47086806,35.15465278,3.052675439,0.658645833,4.250590278,12.47840278,16.73611111,3.174201389,32.68270833,0.900486111,177.6237153,36.605625,84.38541667,176.9463429
13-04-2023,70.73329861,31.03204861,1.789605263,0.494375,3.187430556,10.29697917,13.39350694,1.9890625,34.0121875,0.970173611,195.3948264,36.5521875,86.00069444,181.3606342
14-04-2023,70.46552083,30.91600694,1.451203704,0.493576389,3.174756944,10.31211806,13.45916667,2.007534722,33.88329861,1.080659722,212.0054514,36.5359375,84.41930556,185.7749254
15-04-2023,70.99872222,31.19555556,0.99547619,0.497444444,3.204333333,10.396,13.56805556,1.978777778,34.1945,0.918722222,170.8260556,36.01827778,86.76233333,190.1892166
16-04-2023,70.73329861,31.03204861,1.789605263,0.494375,3.187430556,10.29697917,13.39350694,1.9890625,34.0121875,0.970173611,195.3948264,36.5521875,86.00069444,194.6035079
17-04-2023,70.46552083,30.91600694,1.451203704,0.493576389,3.174756944,10.31211806,13.45916667,2.007534722,33.88329861,1.080659722,212.0054514,36.5359375,84.41930556,199.0177991
18-04-2023,70.705,31.02032051,2.253888889,0.450297619,3.186858974,10.41589744,12.2525,1.975833333,33.99948718,1.174102564,177.5560897,38.30205128,66.83525641,203.4320904
19-04-2023,70.16746528,30.788125,6.065263158,0.490659722,3.1615625,10.27034722,13.51559028,1.994895833,33.76496528,1.079097222,190.5605903,34.38503472,82.53215278,202.713963
20-04-2023,70.54524306,30.95100694,1.453823529,0.493854167,3.178784722,10.24625,13.4465625,2.009618056,33.92236111,1.023125,188.72625,32.89659722,79.46079861,205.417448
21-04-2023,70.7209375,31.02690972,1.375833333,0.494895833,3.186666667,10.28166667,13.39038194,2.007361111,34.00684028,1.074305556,164.4482986,32.23475694,72.71479167,208.1209331
22-04-2023,69.64902778,30.56586806,1.417324561,0.487361111,3.138506944,10.40263889,13.54243056,1.980381944,33.49131944,1.009444444,159.6125694,32.01173611,86.50961806,210.8244181
23-04-2023,70.27402778,30.83493056,1.205984848,0.491736111,3.166666667,10.22625,13.38631944,2.016319444,33.79131944,0.742569444,104.0179861,31.06243056,89.24833333,213.5279031
24-04-2023,78.11371795,36.09333333,3.435208333,0.913333333,4.935192308,12.90025641,17.47179487,5.681474359,29.01070513,1.414358974,242.8969872,33.64230769,73.53532051,216.2313881
25-04-2023,80.41420139,36.980625,1.752546296,0.993020833,5.182673611,13.29833333,18.50951389,6.262847222,28.57840278,0.846597222,127.7240972,31.19940972,85.29590278,218.9348732
26-04-2023,78.45555556,35.86356481,1.144285714,0.95,4.920694444,13.3874537,18.11990741,6.058842593,27.51046296,0.93125,155.2716204,32.21953704,78.30962963,245.9522436
27-04-2023,78.11371795,36.09333333,3.435208333,0.913333333,4.935192308,12.90025641,17.47179487,5.681474359,29.01070513,1.414358974,242.8969872,33.64230769,73.53532051,222.6119444
28-04-2023,73.96613636,32.85022727,1.938518519,0.576180556,4.281439394,12.40568182,15.1125,7.476742424,26.60704545,1.06219697,214.9131818,32.67727273,82.39189394,62.54322577
29-04-2023,75.14694444,34.35277778,1.116111111,0.593368056,5.061354167,13.55125,18.46145833,8.845104167,30.12607639,0.917430556,196.8546181,30.57065972,89.39430556,70.92539596
30-04-2023,75.94680556,34.71892361,2.215,0.599166667,5.115798611,13.47180556,18.58559028,8.975069444,30.44645833,0.804166667,181.6690278,31.91295139,86.10472222,79.30756615
01-05-2023,75.63243056,34.57583333,1.055451389,0.596666667,5.094027778,13.39399306,18.47045139,8.9834375,30.31961806,0.899930556,157.1147569,31.75149306,89.79402778,87.68973634
02-05-2023,73.1525,33.03572917,5.501089744,0.665590278,6.110416667,13.12368056,18.58333333,6.353576389,26.77201389,1.010555556,146.4900347,31.12715278,95.13072917,96.07190653
03-05-2023,68.83765625,30.70390625,5.3921875,0.7209375,6.8609375,12.86515625,18.84453125,4.09859375,22.7925,1.0325,162.1310938,30.981875,93.96984375,104.4540767
04-05-2023,75.94680556,34.71892361,2.215,0.599166667,5.115798611,13.47180556,18.58559028,8.975069444,30.44645833,0.804166667,181.6690278,31.91295139,86.10472222,112.8362469
05-05-2023,75.63243056,34.57583333,1.055451389,0.596666667,5.094027778,13.39399306,18.47045139,8.9834375,30.31961806,0.899930556,157.1147569,31.75149306,89.79402778,121.2184171
06-05-2023,57.58712963,26.4012963,7.992222222,0.937777778,3.650925926,9.151481481,11.49796296,7.45212963,16.46712963,1.114259259,208.4758333,31.24259259,95.25601852,129.6005873
07-05-2023,56.40059028,25.95586806,8.471076389,0.994479167,3.127326389,8.562256944,11.65704861,7.978368056,15.20170139,1.023159722,180.9070833,30.80642361,91.08388889,137.9827575
08-05-2023,56.17604167,25.851875,8.437708333,0.991041667,3.11625,8.63875,11.716875,7.995,15.15291667,0.756041667,128.6002083,30.50208333,94.269375,127.7083333
09-05-2023,55.95149306,25.74788194,8.404340278,0.987604167,3.105173611,8.715243056,11.77670139,8.011631944,15.10413194,0.488923611,76.29333333,30.19774306,97.45486111,179.9155952
10-05-2023,55.8425,25.70104167,8.386666667,0.997083333,3.133125,8.668333333,11.68291667,7.99375,15.23458333,1.9625,306.7995833,34.543125,85.278125,177.4689167
11-05-2023,66.0052381,31.27446429,10.45535714,0.820714286,5.232559524,10.59,14.14183333,5.990952381,23.16244048,1.05875,209.9776786,32.49238095,79.67863095,141.9530263
12-05-2023,73.14958333,33.28608333,11.25266667,0.685083333,6.240083333,11.63808333,17.74108333,4.855083333,27.46183333,0.585666667,98.91058333,29.22208333,97.24141667,188.6004688
13-05-2023,80.29392857,35.29770238,12.04997619,0.549452381,7.247607143,12.68616667,21.34033333,3.719214286,31.76122619,0.112583333,-12.1565119,25.95178571,114.8042024,103.982381
14-05-2023,87.43827381,37.30932143,12.84728571,0.413821429,8.255130952,13.73425,24.93958333,2.583345238,36.06061905,-0.3605,-123.2236071,22.6814881,132.3669881,267.8190909
15-05-2023,94.58261905,39.32094048,13.64459524,0.278190476,9.262654762,14.78233333,28.53883333,1.44747619,40.3600119,-0.833583333,-234.2907024,19.41119048,149.9297738,203.1937778
16-05-2023,69.48324074,38.20240741,14.0375,0.695916667,6.311203704,11.62759259,16.1215,4.804166667,27.76768519,1.379259259,321.2290741,35.14666667,84.16388889,210.7853582
17-05-2023,68.60993056,38.96784722,14.50861111,0.793958333,6.274166667,11.67510417,17.84986111,4.896701389,27.60711806,1.032361111,162.1130556,36.095,87.01625,236.2445
18-05-2023,72.08902778,40.28489583,12.1475,0.845069444,5.419618056,10.27434028,15.68486111,5.300729167,26.725,0.889826389,149.4380903,32.21704861,84.46645833,142.7920614
19-05-2023,79.41635417,42.20864583,6.993576389,0.917152778,3.514826389,7.432083333,10.85003472,6.228611111,24.19857639,0.934236111,179.8010069,31.62222222,94.42340278,177.4223684
20-05-2023,80.51079861,41.86215278,6.936388889,0.91,3.486319444,7.415972222,10.94003472,6.292777778,23.99965278,0.917013889,183.6885069,31.64298611,86.6115625,146.0391667
21-05-2023,79.91090278,42.35829861,7.018194444,0.920798611,3.527986111,7.469965278,10.94993056,6.272673611,24.28482639,1.074236111,194.9150347,31.2390625,90.33371528,126.1623365
22-05-2023,75.38940972,38.32267361,6.179965278,0.826076389,4.324756944,8.406909722,12.75517361,5.353090278,21.68791667,0.891388889,156.8123611,30.68034722,85.44954861,107.3308851
23-05-2023,64.28208333,30.36270833,4.724618056,0.595972222,6.310868056,11.12305556,17.47791667,2.9975,15.29486111,0.784722222,188.0252431,31.26736111,82.94125,88.49943359
24-05-2023,72.54395833,35.12614583,5.976701389,0.594548611,6.288263889,11.00277778,17.21711806,2.977673611,15.23927083,0.8690625,176.2213194,31.53302083,83.90795139,69.66798212
25-05-2023,84.05285714,37.53488095,6.916547619,0.5134375,5.995654762,13.85190476,10.53180556,4.625416667,13.84119048,1.089642857,246.8772619,33.12839286,74.08779762,50.83653065
26-05-2023,89.40798611,38.29253472,7.400972222,1.134166667,5.767430556,15.38444444,21.30701389,5.524027778,12.89381944,0.881319444,206.9417708,29.89805556,95.81427083,174.3076384
27-05-2023,88.69538194,37.98729167,7.342222222,1.125208333,5.721875,15.43375,21.22586806,5.550694444,12.79121528,1.250555556,191.4484375,31.1534375,82.77836806,169.6331012
28-05-2023,88.59486111,37.94416667,7.3334375,1.123819444,5.715868056,15.45715278,21.18989583,5.565243056,12.77642361,1.006354167,205.8361111,31.14152778,89.13798611,164.9585641
29-05-2023,87.19423611,37.0665625,7.819166667,1.075347222,6.283888889,16.58611111,22.840625,5.978993056,15.03788194,1.100729167,181.8815278,31.78774306,86.95163194,160.284027
30-05-2023,80.14368056,33.28663194,8.881354167,0.902847222,7.620104167,20.09065972,27.56020833,7.252604167,20.70138889,0.87,161.5435764,31.31746528,88.10618056,175.7358974
31-05-2023,80.38336806,33.38583333,8.908055556,0.906111111,7.645659722,20.14711806,27.86135417,7.284444444,20.77065972,0.812465278,152.7919792,30.7678125,90.81739583,158.6812153
01-06-2023,80.21482639,33.31600694,8.889166667,0.904027778,7.629513889,20.22760417,27.72479167,7.346701389,20.72645833,0.728020833,178.6626042,31.2796875,85.54673611,88.97666667
02-06-2023,80.06659722,33.25447917,8.872708333,0.9021875,7.615277778,19.99177083,27.68829861,7.346423611,20.68784722,0.914236111,186.3966319,31.95618056,85.16145833,152.4089583
03-06-2023,79.78402778,33.13701389,8.845694444,0.8996875,7.584895833,20.11027778,27.744375,7.309027778,20.60611111,0.863680556,174.9044444,32.10565972,85.60756944,155.4993403
04-06-2023,80.46402778,33.41996528,8.917048611,0.9071875,7.648888889,19.92760417,27.59708333,7.391145833,20.79131944,0.849375,192.0187153,30.96336806,88.76163194,152.6679365
05-06-2023,81.31020833,33.77111111,9.010416667,0.916666667,7.733645833,20.24465278,27.87861111,7.321076389,21.00927083,0.911354167,187.3877778,31.07829861,96.29125,132.9857143
06-06-2023,81.79052083,33.9696875,9.064340278,0.921597222,7.779548611,20.07211806,27.99013889,7.360138889,21.13375,1.033923611,197.5280903,31.32378472,96.89899306,180.5985417
07-06-2023,81.70916667,33.93598958,9.054791667,0.920416667,7.771875,20.10005208,27.7459375,7.376145833,21.11260417,0.91015625,160.8736458,30.099375,97.32546875,200.0290476
08-06-2023,68.03888889,27.89564815,8.943518519,0.830555556,7.675648148,20.16259259,24.96342593,7.437962963,20.84925926,0.836851852,161.1030556,28.4687037,97.37583333,195.4110714
09-06-2023,64.85043651,27.18388889,6.999603175,0.853901515,6.279126984,15.39619048,20.29526515,5.949087302,22.13920635,0.704642857,140.6024603,28.11277778,97.3525,125.3183333
10-06-2023,69.2545,30.1625,3.5275,0.929,3.835,7.147,11.158,3.3175,24.4055,0.6395,85.4835,25.831,97.4,32.51413194
11-06-2023,60.54947103,26.31960012,3.579290013,0.875581313,3.853686177,7.409361326,10.09606846,3.434466104,24.19909461,0.526706729,75.81004058,24.87547824,97.57927257,54.56992063
12-06-2023,56.35639385,24.88295255,2.266403108,0.870410354,2.915501653,4.353951554,5.984573443,2.483232474,24.95610483,0.427270668,51.37400397,23.57826157,97.68217708,117.8114015
13-06-2023,68.16297619,29.70714286,3.475,0.826309524,3.761071429,7.314722222,9.691309524,3.316547619,24.01095238,0.585119048,180.8010714,32.54380952,97.27416667,58.21809524
14-06-2023,68.39925926,29.80694444,3.486064815,0.91837963,3.796435185,7.040092593,10.85416667,3.406574074,24.09685185,0.642546296,179.9704167,30.08388889,97.35597222,64.34731884
15-06-2023,67.26506944,29.33524306,3.432673611,0.903576389,3.706805556,7.124583333,10.80045139,3.396701389,23.68729167,0.769791667,177.2887847,30.41850694,97.20447917,156.8541319
16-06-2023,67.83576389,29.57222222,3.471041667,0.913958333,3.753125,7.153541667,10.749375,3.364513889,23.89291667,0.712291667,178.6345833,33.64083333,97.12569444,128.72125
17-06-2023,68.40645833,29.80920139,3.509409722,0.924340278,3.799444444,7.1825,10.69829861,3.332326389,24.09854167,0.654791667,179.9803819,36.86315972,97.04690972,102.282381
18-06-2023,68.97715278,30.04618056,3.547777778,0.934722222,3.845763889,7.211458333,10.64722222,3.300138889,24.30416667,0.597291667,181.3261806,40.08548611,96.968125,167.6452083
19-06-2023,69.54784722,30.28315972,3.586145833,0.945104167,3.892083333,7.240416667,10.59614583,3.267951389,24.50979167,0.539791667,182.6719792,43.3078125,96.88934028,221.8675595
20-06-2023,70.11854167,30.52013889,3.624513889,0.955486111,3.938402778,7.269375,10.54506944,3.235763889,24.71541667,0.482291667,184.0177778,46.53013889,96.81055556,123.5057051
21-06-2023,68.12860516,29.78996779,3.498083796,0.79893631,3.778742328,7.244191733,9.468646429,3.404463228,24.08209894,1.014118188,220.5353704,32.18812824,92.62754028,101.6072685
22-06-2023,67.94190972,29.67643634,3.481966435,0.822663194,3.760171296,7.209702546,9.785645833,3.392509259,23.98337037,0.937637731,213.9858299,31.66095255,93.42003819,155.4915625
23-06-2023,67.58361111,29.46787037,3.458240741,0.816,3.725462963,7.170462963,9.729166667,3.383425926,23.80175926,0.843981481,233.2613889,31.00101852,97.19194444,67.8996875
24-06-2023,67.76076389,29.54079861,3.455868056,0.909409722,3.737916667,7.143645833,10.90395833,3.414583333,23.86638889,0.907395833,198.6095486,31.43170139,89.7346875,148.231875
25-06-2023,67.51214286,29.43809524,3.444166667,0.906428571,3.723095238,7.114642857,10.88845238,3.256071429,23.77488095,0.514285714,121.4163095,28.8275,97.4,131.2748264
26-06-2023,67.04416667,29.12366667,3.408416667,0.896083333,3.6685,7.065166667,10.791,3.396416667,23.50316667,0.720083333,237.1606667,30.11183333,97.2785,168.4630556
27-06-2023,67.67798611,29.50670139,3.452222222,0.908923611,3.729618056,7.107743056,10.74847222,3.376354167,23.83607639,0.812013889,151.9964931,27.93861111,97.42104167,63.68808333
28-06-2023,67.74704861,29.53506944,3.455520833,0.909444444,3.736423611,7.124097222,10.91847222,3.365729167,23.86163194,0.823993056,187.5038194,30.86736111,94.64239583,125.0414583
29-06-2023,67.13087963,29.27986111,3.426203704,0.901759259,3.697962963,7.152175926,10.7275,3.386805556,23.63824074,0.843796296,186.5165741,30.98314815,97.32939815,27.9976087
30-06-2023,66.97153164,29.2137037,3.418630401,0.899544753,3.689679784,7.172438272,10.77717593,3.386747685,23.58081404,0.858383488,209.8590432,32.97424383,96.37263503,143.7911806
01-07-2023,68.49097222,29.91368056,3.497708333,0.850897436,3.801458333,7.280694444,10.10666667,3.373888889,24.19006944,1.430763889,263.674375,34.38819444,95.92520833,163.6372917
02-07-2023,67.80520833,29.55913194,3.458020833,0.910451389,3.741354167,7.097013889,10.84163194,3.372430556,23.88350694,0.923125,224.8820139,32.8240625,97.47184028,82.10399306
03-07-2023,69.1975,30.14,3.52625,0.93,3.8275,7.005,11.2125,3.19875,24.3825,0.7425,98.7,29.785,97.55,42.21055556
04-07-2023,69.61433835,30.31271412,3.545945216,0.935453318,3.853337191,6.967287809,11.24472801,3.191591435,24.53384645,0.774870756,106.2114853,29.70990934,98.09960262,60.16090278
05-07-2023,66.7985,29.14191667,3.369833333,0.766212121,3.68325,7.132666667,9.342575758,3.41325,23.52016667,0.684666667,193.0305833,27.49566667,99.31875,60.83248919
06-07-2023,68.18944444,29.7184375,3.476076389,0.915520833,3.766145833,7.156111111,10.83197917,3.338888889,24.02086806,0.980833333,209.3833333,28.38034722,99.33278986,53.55896075
07-07-2023,68.80277778,29.97377778,3.505166667,0.8371875,3.807222222,7.190055556,9.878489583,3.408611111,24.24283333,0.7115,161.6773333,28.33577778,99.68838889,46.28543232
08-07-2023,68.59061111,29.88594444,3.483777778,0.920833333,3.791444444,7.098,10.85877778,3.361722222,24.16588889,0.586944444,118.8478333,28.84833333,99.511,39.01190388
09-07-2023,67.78758772,29.55166667,3.456842105,0.90995614,3.737982456,7.129342105,10.81925439,3.376666667,23.87583333,0.931359649,194.8956579,31.10412281,99.4887037,136.7969692
10-07-2023,68.9321875,30.02833333,3.512291667,0.771666667,3.8109375,7.055625,9.025,3.357291667,24.28625,0.53375,170.555,31.85041667,99.08125,140.2651136
11-07-2023,67.71260417,29.52149306,3.453888889,0.909027778,3.734965278,7.136284722,10.77628472,3.383263889,23.84802083,0.724722222,203.6417361,30.33493056,99.13145833,143.7332579
12-07-2023,67.58590909,29.46840909,3.4475,0.908181818,3.724545455,7.060909091,10.775,3.468636364,23.77909091,0.452045455,135.6627273,27.64015152,99.12348485,147.2014022
13-07-2023,67.54841731,29.45332229,3.446023392,0.907717637,3.723036865,7.064380399,10.75351517,3.471934975,23.76518466,0.348726741,140.0357664,27.25555539,98.94486216,150.6695465
14-07-2023,67.36595539,29.37766098,3.437380482,0.920921451,3.711408543,7.051916467,10.91536732,3.502123106,23.69233902,0.224029705,125.5745608,26.06481539,98.84031734,173.5448718
15-07-2023,67.3175,29.35858333,3.434666667,0.836583333,3.713583333,7.003916667,9.938,3.439666667,23.70533333,0.835583333,263.1040833,29.40175,98.77625,112.8870833
16-07-2023,68.195,29.72201389,3.476770833,0.915277778,3.764201389,7.191215278,10.80322917,3.392291667,24.02135417,0.892013889,209.4826042,29.23951389,98.81614583,204.6613542
17-07-2023,68.08555556,29.67583333,3.471597222,0.913958333,3.754444444,7.24125,10.8625,3.3334375,23.96159722,1.281145833,239.9798611,29.16322917,98.84506944,119.3409722
18-07-2023,67.60220588,29.47544118,3.448284314,0.643229167,3.729558824,7.176421569,7.623923611,3.370833333,23.81009804,1.173480392,274.0547059,29.54705882,98.71196078,209.4895486
19-07-2023,66.31013889,28.93916667,3.386979167,0.890347222,3.6915625,7.160034722,10.78402778,3.397743056,23.32541667,1.109444444,279.4191319,29.08083333,98.881875,156.9244792
20-07-2023,67.5545,29.4555,3.4465,0.906833333,3.726166667,7.073666667,10.61283333,3.3985,23.79266667,1.096,216.8781667,28.94183333,98.87566667,215.1450347
21-07-2023,66.66679167,29.08716667,3.404190972,0.895027778,3.694725694,7.033059028,10.57359722,3.430652778,23.47457639,1.010149306,236.5978021,28.90063542,98.89406944,155.8330903
22-07-2023,66.3782683,28.96743922,3.390531291,0.917602083,3.682442729,6.981145343,10.81470764,3.4528625,23.37542908,0.948201961,230.2037364,28.78759412,98.92024003,79.41
23-07-2023,66.08974493,28.84771176,3.376871609,0.940176389,3.670159763,6.929231658,11.05581806,3.475072222,23.27628178,0.886254616,223.8096706,28.67455282,98.94641062,142.8192762
24-07-2023,69.06759259,30.08268519,3.518611111,0.843148148,3.828703704,7.107037037,9.908240741,3.333333333,24.3375,0.87537037,167.6539815,26.64518519,99.10703704,139.6667662
25-07-2023,68.18100694,29.71291667,3.475902778,0.916111111,3.765138889,7.064236111,10.90739583,3.376770833,24.01791667,0.938854167,225.7911111,25.88881944,99.32795139,136.5142562
26-07-2023,68.9555,29.5705,3.513,0.91025,3.7455,7.24425,10.46,3.3735,24.296,0.5505,181.1285,25.7535,99.12325,133.3617463
27-07-2023,68.21857143,29.77416667,3.481071429,0.7734375,3.77202381,7.093809524,8.916875,3.464047619,24.0552381,1.5125,302.2115476,29.76261905,95.65607143,92.4225
28-07-2023,68.48925728,29.74711111,3.495160053,0.723925926,3.767772487,7.163671958,8.104236111,3.492049603,24.16037302,1.574263889,312.7974894,31.0087791,94.36387765,151.3130435
29-07-2023,67.70166667,29.52333333,3.453541667,0.681833333,3.734166667,6.969791667,7.992,3.3575,23.85395833,0.535416667,297.2902083,28.10083333,99.644375,173.6415625
30-07-2023,68.53972222,29.8646875,3.4928125,0.920555556,3.787777778,7.146909722,10.90055556,3.361458333,24.14628472,1.3725,212.4323958,28.79833333,96.17666667,158.6861364
31-07-2023,66.98892361,29.220625,3.419409722,0.899340278,3.686631944,7.108368056,10.87340278,3.377534722,23.58729167,1.310416667,248.1469792,29.05180556,97.82800725,177.443631
01-08-2023,68.45506944,29.82899306,3.4890625,0.918298611,3.780590278,7.167152778,10.75767361,3.394444444,24.11604167,1.360520833,246.3080208,29.2415625,98.84753788,224.2986232
02-08-2023,68.24329861,29.74128472,3.479166667,0.916284722,3.769513889,7.143055556,10.83086806,3.399375,24.03989583,1.063784722,230.2543403,29.46673611,98.62458333,43.31472222
03-08-2023,67.95701389,29.6228125,3.465069444,0.892638889,3.753958333,7.228784722,10.56305556,3.361805556,23.93739583,1.466215278,232.2116319,29.45704861,96.75739583,117.8566602
04-08-2023,67.84208333,29.57489583,3.460173611,0.901145833,3.741180556,7.200590278,10.79590278,3.342673611,23.89486111,1.345520833,275.1568403,29.70368056,96.28621528,107.3062907
05-08-2023,66.57333333,29.05,3.399166667,0.894166667,3.653333333,7.3175,10.76916667,3.436666667,23.43666667,0.354166667,106.9325,27.70666667,98.68583333,96.75592132
06-08-2023,67.25630093,29.3330463,3.431810185,0.893548611,3.700840278,7.317412037,10.69758102,3.395694444,23.68344213,0.707722222,161.4115208,28.56968056,97.31205966,86.2055519
07-08-2023,67.95791667,29.62358333,3.466,0.760833333,3.75025,7.19425,9.099444444,3.438333333,23.93733333,1.692333333,317.4956667,30.09675,97.55933333,361.7767595
08-08-2023,68.32967391,29.77702899,3.482753623,0.893224638,3.775398551,7.102282609,10.57402174,3.390108696,24.07083333,1.010362319,242.0339493,28.87286232,98.85235507,321.3864457
09-08-2023,67.58270833,29.46756944,3.447777778,0.879826389,3.726284722,7.082604167,10.44118056,3.383090278,23.80243056,1.1834375,238.2627083,29.28909722,96.84701389,301.5120455
10-08-2023,67.93972222,29.61541667,3.464548611,0.873784722,3.747673611,7.117430556,10.33309028,3.372916667,23.93069444,1.204513889,238.8495486,29.47611111,98.8346875,205.7407639
11-08-2023,67.81753472,29.56461806,3.458923611,0.891215278,3.741354167,7.118645833,10.59444444,3.381493056,23.88604167,1.550416667,301.2506597,29.77225694,97.09052083,209.5074653
12-08-2023,68.01357639,29.64597222,3.468368056,0.912708333,3.752951389,7.125729167,10.94409722,3.418923611,23.95604167,1.483888889,273.6756597,29.47340278,96.07392857,163.7727778
13-08-2023,67.75989583,29.54052083,3.456388889,0.909444444,3.738125,7.168819444,10.81399306,3.403263889,23.83913194,1.447118056,260.1812153,29.37586806,96.02006944,120.5444697
14-08-2023,67.76076389,29.54170139,3.456354167,0.910138889,3.736944444,7.093680556,10.91142361,3.359131944,23.86576389,1.158402778,233.8175347,29.36388889,94.82263889,176.1072917
15-08-2023,68.54559028,29.86760417,3.493090278,0.919930556,3.789618056,7.198020833,10.88090278,3.349583333,24.14878472,1.007881944,203.8905903,29.14215278,91.13107639,172.8614236
16-08-2023,67.01557692,29.23211538,3.421153846,0.899615385,3.689615385,7.147884615,10.82615385,3.336153846,23.59807692,0.510384615,128.6844231,28.23826923,94.99173077,200.9306061
17-08-2023,67.61193185,29.47996375,3.449280372,0.921312958,3.728946886,7.16975351,11.04621986,3.341080968,23.80884158,0.695666209,153.6108558,28.53695742,92.03794338,92.6484375
18-08-2023,66.97954545,29.17401515,3.413636364,0.729423077,3.678257576,7.080984848,8.644038462,3.391212121,23.54742424,0.990606061,232.7840152,28.89931818,97.4775,183.9595139
19-08-2023,67.3985,29.39016667,3.439166667,0.8595,3.714833333,7.1935,10.16,3.3615,23.73816667,0.517166667,99.16983333,26.35666667,99.222,156.8659783
20-08-2023,67.11656058,29.25825144,3.423914095,0.774932387,3.693232379,7.171825943,9.063866249,3.385016729,23.62746925,0.555980103,107.4138789,25.75069,103.4298711,72.14391667
21-08-2023,67.00984466,29.2133529,3.418857242,0.744025908,3.686175602,7.183699187,8.620756321,3.395226245,23.5921318,0.466730332,80.19336768,24.66054463,107.0218994,122.0322022
22-08-2023,66.90312873,29.16845435,3.413800389,0.713119429,3.679118826,7.195572432,8.177646393,3.405435761,23.55679434,0.377480561,52.97285642,23.57039925,110.6139277,116.6645445
23-08-2023,66.7964128,29.12355581,3.408743537,0.68221295,3.672062049,7.207445677,7.734536465,3.415645277,23.52145689,0.28823079,25.75234516,22.48025388,114.205956,111.2968869
24-08-2023,66.81265625,29.38036458,3.410729167,0.830343137,3.677135417,7.182291667,10.06142157,3.389791667,23.72692708,1.221979167,269.2794271,35.58036458,85.0671875,224.8166952
25-08-2023,67.76982639,29.49902778,3.456180556,0.900555556,3.735868056,7.171597222,10.80107639,3.3509375,23.82802083,0.847881944,182.3532986,31.18694444,89.06767544,219.4315051
26-08-2023,61.46461806,24.72190972,3.442256944,0.905729167,3.718194444,7.143888889,10.88302083,3.369548611,23.74184028,0.7978125,196.2675347,32.05329861,92.87767361,238.5583929
27-08-2023,59.48631944,22.80722222,3.490520833,0.859861111,3.783993056,7.0578125,10.12076389,3.332430556,24.1271875,0.914166667,195.9592361,35.11628472,92.45593137,203.1008333
28-08-2023,58.38364583,22.40357639,3.434548611,0.903923611,3.704375,7.135451389,10.69180556,3.336597222,23.70152778,0.810034722,206.9269097,33.93461806,85.10211111,186.3310417
29-08-2023,58.93821429,22.62214286,3.464642857,0.911785714,3.747142857,7.281071429,10.65071429,3.341428571,23.93285714,0.535714286,151.6889286,29.30107143,99.28428571,167.9522222
30-08-2023,58.3879547,22.42590112,3.437359458,0.943781415,3.708320106,7.381370701,11.01771164,3.345816799,23.72619378,0.374852844,140.5880506,26.96877811,99.10913041,202.8980556
31-08-2023,58.75541667,22.550625,3.455520833,0.729907407,3.7309375,7.1578125,8.816111111,3.379479167,23.8559375,0.844791667,187.0754167,30.3915625,99.38708333,204.6594928
01-09-2023,58.51416667,22.45741228,3.44122807,0.86872807,3.722368421,7.128201754,10.39697368,3.325131579,23.80513158,0.760131579,155.9938596,30.09434211,97.93473684,199.2115278
02-09-2023,58.60684028,22.49208333,3.446770833,0.906840278,3.723854167,7.129791667,10.74756944,3.380659722,23.79461806,0.850902778,153.7066667,29.22663194,99.07022727,181.2403472
03-09-2023,58.49503472,22.44947917,3.44,0.904930556,3.716597222,7.211319444,10.71732639,3.356736111,23.7496875,0.807361111,131.2124653,27.85315972,98.7075,160.6234127
04-09-2023,56.67461806,21.91753472,3.210833333,0.881631944,3.607604167,6.779826389,10.12305556,3.202361111,23.16861111,0.6678125,183.9665972,27.63715278,98.69597222,152.0822826
05-09-2023,46.74934028,18.46857639,2.060798611,0.777986111,2.989236111,5.172430556,7.709895833,2.4190625,19.8534375,0.690868056,176.3513542,28.70350694,98.62444444,74.99690972
06-09-2023,47.86083333,18.38208333,2.028333333,0.5865625,3.066666667,5.202083333,5.906875,2.417083333,20.33875,0.487083333,96.29833333,27.0225,98.74,110.7298611
07-09-2023,47.84454545,18.9980303,2.118409091,0.747878788,3.066439394,5.156439394,7.252348485,2.412424242,20.34530303,0.689469697,188.3887121,26.33212121,98.98265152,65.00065972
08-09-2023,47.35722222,18.79788889,2.080166667,0.717833333,3.030888889,5.084111111,7.0185,2.421777778,20.11966667,0.803277778,153.2966667,27.16322222,98.99344444,100.9686594
09-09-2023,47.18392256,19.1418064,2.127469697,0.815362374,3.018887205,5.029572391,7.837532828,2.421789562,20.04882323,0.976138047,202.992904,26.98000337,99.15880976,81.56704545
10-09-2023,46.932117,19.34970918,2.153386364,0.88099779,3.000998316,4.970586279,8.393345328,2.424136785,19.93928157,1.134235269,231.4920707,27.05036448,99.28553199,36.53659722
11-09-2023,47.16816667,18.72008333,2.0635,0.685075758,3.01775,5.078083333,6.750454545,2.364083333,20.03691667,0.923166667,250.9288333,30.12091667,94.33491667,99.8690625
12-09-2023,47.40715278,18.81701389,2.085347222,0.8,3.034270833,5.128715278,7.849652778,2.397881944,20.1409375,1.060520833,197.2763889,29.90878472,95.74583333,90.55892361
13-09-2023,47.07871528,18.68395833,2.063194444,0.786597222,3.012152778,5.128125,7.7771875,2.416631944,19.99795139,0.784201389,179.6956597,29.68100694,98.75371528,59.93605263
